TrackURI,Genre,track,Preview,Singers,Artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
14EORgkbXqIx5K4Haucmnb,Rock,Absolute Zero,https://p.scdn.co/mp3-preview/983929e901391ec240108eec4f74227566991fc1?cid=b82fb22d072d4120850c99225ff01644,Stone Sour,spotify:artist:49qiE8dj4JuNdpYGRPdKbF,0.552,0.988,-2.555,0.0787,0.000108,0.309,0.846,0.619,139.941
0tZ3mElWcr74OOhKEiNz1x,Rock,Bulls On Parade,https://p.scdn.co/mp3-preview/9a0a212b91ae9561473158a58852f10d91a32440?cid=b82fb22d072d4120850c99225ff01644,Rage Against The Machine,spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,0.412,0.919,-7.291,0.184,0.0124,0.0601,0.424,0.572,166.367
1Y373MqadDRtclJNdnUXVc,Rock,Paranoid - 2012 - Remaster,https://p.scdn.co/mp3-preview/131d70c378afc18cbd141cca3b68998ec2f05d8b?cid=b82fb22d072d4120850c99225ff01644,Black Sabbath,spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,0.412,0.658,-12.051,0.0708,4.52E-05,0.000774,0.176,0.454,163.071
7MH6q8Jhw7O4EN889zNnDL,Rock,"The Number of the Beast - Live At Estadio Nacional, Santiago",https://p.scdn.co/mp3-preview/cb617a0803fb11faf8427ff4b306d4b429e7be22?cid=b82fb22d072d4120850c99225ff01644,Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao,0.294,0.938,-7.556,0.108,0.00096,0.00154,0.959,0.373,97.865
7fcfNW0XxTWlwVlftzfDOR,Rock,Walk,https://p.scdn.co/mp3-preview/14e66cb261d6027f14d31e7d247b2281b9e79e71?cid=b82fb22d072d4120850c99225ff01644,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,0.43,0.704,-8.008,0.0804,0.000155,0.00221,0.0933,0.703,118.242
7x8dCjCr0x6x2lXKujYD34,Rock,The Pretender,https://p.scdn.co/mp3-preview/6aba2f4e671ffe07fd60807ca5fef82d48146d4c?cid=b82fb22d072d4120850c99225ff01644,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,0.433,0.959,-4.04,0.0431,0.000917,0,0.028,0.365,172.984
52UWtKlYjZO3dHoRlWuz9S,Rock,Thunderstruck,https://p.scdn.co/mp3-preview/35a6a4879252e03aff998fb673cc3c63b4eae042?cid=b82fb22d072d4120850c99225ff01644,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,0.495,0.892,-5.601,0.0349,0.000128,0.0216,0.207,0.231,133.474
08mG3Y1vljYA6bvDt4Wqkj,Rock,Back In Black,https://p.scdn.co/mp3-preview/506bc9a0485990973449b0467791e06174371284?cid=b82fb22d072d4120850c99225ff01644,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,0.31,0.7,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386
1EHNrwZlxW9Wp07Ohv1Jbw,Rock,T.N.T.,https://p.scdn.co/mp3-preview/2d38c0037a01df761e4c5447538c07a14d2344fc?cid=b82fb22d072d4120850c99225ff01644,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,0.749,0.756,-5.246,0.3,0.159,0.000177,0.106,0.488,126.324
46QazXxQS0B31CnbRCy8CV,Rock,Rock You Like a Hurricane,https://p.scdn.co/mp3-preview/604a5b0a71fcb4566c324f6a27d384898e82c6e7?cid=b82fb22d072d4120850c99225ff01644,Scorpions,spotify:artist:27T030eWyCQRmDyuvr1kxY,0.587,0.891,-3.381,0.0361,0.000261,0.00454,0.314,0.705,124.005
7ouMYWpwJ422jRcDASZB7P,Rock,Knights of Cydonia,https://p.scdn.co/mp3-preview/d7624ec5f93b6d92c1836a95c40ecce463584f6e?cid=b82fb22d072d4120850c99225ff01644,Muse,spotify:artist:12Chz98pHFMPJEknJQMWvI,0.366,0.963,-5.301,0.142,0.000273,0.0122,0.115,0.211,137.114
6Ag2LMNiOp7LzVwtBcyTSH,Rock,Blind,https://p.scdn.co/mp3-preview/e30ff8bb82d0b67de76c488478cdbcf4b74d7bac?cid=b82fb22d072d4120850c99225ff01644,Korn,spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD,0.345,0.9,-7.684,0.163,0.00575,0.000999,0.158,0.251,93.028
4VqPOruhp5EdPBeR92t6lQ,Rock,Uprising,https://p.scdn.co/mp3-preview/104ad0ea32356b9f3b2e95a8610f504c90b0026b?cid=b82fb22d072d4120850c99225ff01644,Muse,spotify:artist:12Chz98pHFMPJEknJQMWvI,0.602,0.905,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019
2SgbR6ttzoNlCRGQOKjrop,Rock,Cowboys from Hell,https://p.scdn.co/mp3-preview/3c390eff507ec1287a1dae98e32787d652f52de5?cid=b82fb22d072d4120850c99225ff01644,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,0.415,0.908,-9.701,0.0765,0.00437,0.0345,0.082,0.437,114.816
52m8IrzripYje6bVxUILQU,Rock,Hit The Lights (Remastered),https://p.scdn.co/mp3-preview/40eba116e0b03ce5e681d50fde8b23d8cc94358b?cid=b82fb22d072d4120850c99225ff01644,Metallica,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,0.249,0.97,-5.535,0.21,4.30E-05,0.224,0.138,0.287,160.687
51c94ac31swyDQj9B3Lzs3,Rock,Change (In the House of Flies),https://p.scdn.co/mp3-preview/052b4932d4f9bd24d0b13ecfd2bc2c92c5be5775?cid=b82fb22d072d4120850c99225ff01644,Deftones,spotify:artist:6Ghvu1VvMGScGpOUJBAHNH,0.269,0.853,-4.647,0.0854,0.000249,0.000246,0.118,0.179,141.581
0Qrb3L8JgreLBW8g4qyan9,Rock,Back to School (Mini Maggit),https://p.scdn.co/mp3-preview/90fa9e5411114424cb522167565ea10b96466354?cid=b82fb22d072d4120850c99225ff01644,Deftones,spotify:artist:6Ghvu1VvMGScGpOUJBAHNH,0.3,0.986,-3.022,0.107,0.000386,0.000136,0.0924,0.256,85.117
0B6qYQS41EcbC66r7c4DBB,Rock,Forever and One (Neverland),https://p.scdn.co/mp3-preview/ad02c0e706616c5615edfdf4322189a6982d9bfb?cid=b82fb22d072d4120850c99225ff01644,Helloween,spotify:artist:4pQN0GB0fNEEOfQCaWotsY,0.176,0.726,-7.074,0.0537,0.0575,3.01E-06,0.148,0.374,185.66
5XfQTbialQHn9PhDb0p85H,Rock,Crazy Bitch,https://p.scdn.co/mp3-preview/61fa3b0b87e7bac7b4e04a467789feda8f5aaced?cid=b82fb22d072d4120850c99225ff01644,Buckcherry,spotify:artist:0yN7xI1blow9nYIK0R8nM7,0.661,0.978,-3.064,0.107,0.0247,0,0.0856,0.592,98.019
3tS1VMpxp9bLn46Cyh09el,Rock,Stillborn,https://p.scdn.co/mp3-preview/50f5f041cf1d3649432d40e379880eddf1b36fcc?cid=b82fb22d072d4120850c99225ff01644,Black Label Society,spotify:artist:0zfT626RwO6zN3RDYeRit5,0.585,0.881,-4.719,0.0366,2.27E-05,0.000939,0.376,0.425,107.028
0AfIsqZ4gTUg9CwwW2jLeK,Rock,Bother,https://p.scdn.co/mp3-preview/b77bf522156b564ac3d890bd4ac496b8087b26fd?cid=b82fb22d072d4120850c99225ff01644,Stone Sour,spotify:artist:49qiE8dj4JuNdpYGRPdKbF,0.272,0.281,-7.634,0.0287,0.388,2.29E-05,0.158,0.141,89.914
55mJleti2WfWEFNFcBduhc,Rock,Schism,https://p.scdn.co/mp3-preview/7084d5110355737e21542e10a9bbc6f3a180fcb1?cid=b82fb22d072d4120850c99225ff01644,TOOL,spotify:artist:2yEwvVSSSUkcLeSTNyHKh8,0.567,0.714,-8.512,0.0302,0.0012,0.42,0.186,0.191,107.438
1diuZVsxD74xvtUSABRUoF,Rock,The Wicker Man - 2015 Remaster,https://p.scdn.co/mp3-preview/647a53055a6f5d012ed238d87c3191df1ed5aff9?cid=b82fb22d072d4120850c99225ff01644,Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao,0.424,0.98,-4.33,0.154,0.000855,5.72E-06,0.129,0.296,101.502
1KBuhAHzia2qoD4u6YhvER,Rock,Stiff Upper Lip,https://p.scdn.co/mp3-preview/cd08dc7d277d39ab3193b27a8b7372cda8ec710a?cid=b82fb22d072d4120850c99225ff01644,AC/DC,spotify:artist:711MCceyCBcFnzjGY4Q7Un,0.588,0.851,-4.206,0.033,0.0344,0.00773,0.16,0.706,123.691
5hAAcyKfcw8nJ2Kgx3FXd0,Rock,Brave New World - 2015 Remaster,https://p.scdn.co/mp3-preview/bd725532b6271cfc6514aad70b01e6dfec209d69?cid=b82fb22d072d4120850c99225ff01644,Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao,0.353,0.872,-5.185,0.0596,0.00651,0.000532,0.125,0.355,111.336
6ZsZxNP4Iwdyp3kd5oFFQN,Rock,The Grudge,https://p.scdn.co/mp3-preview/20402c9937858dbccceb08545aa316402ed71708?cid=b82fb22d072d4120850c99225ff01644,TOOL,spotify:artist:2yEwvVSSSUkcLeSTNyHKh8,0.456,0.795,-7.408,0.0363,0.000159,0.842,0.269,0.309,96.045
66LT15XEqCaWiMG44NGQRE,Rock,Here To Stay,https://p.scdn.co/mp3-preview/a7c7c40ad61c1be29eee3747e3e9989ef8d2f4db?cid=b82fb22d072d4120850c99225ff01644,Korn,spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD,0.564,0.947,-4.998,0.0448,7.81E-06,0.828,0.373,0.351,100.002
2gbPu2QNqhnnqtfK3yyeZ0,Rock,Jambi,https://p.scdn.co/mp3-preview/8f5bb510159aa128296873a108e85ecdac51e452?cid=b82fb22d072d4120850c99225ff01644,TOOL,spotify:artist:2yEwvVSSSUkcLeSTNyHKh8,0.475,0.831,-7.419,0.0505,0.000145,0.854,0.346,0.521,110.42
6LhUsJiXAuxoalUz01evh0,Rock,Revolution Is My Name,https://p.scdn.co/mp3-preview/3d03a8a31ea261fc546af58871062a7c075e432b?cid=b82fb22d072d4120850c99225ff01644,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,0.243,0.988,-3.485,0.197,6.17E-05,0.12,0.341,0.277,89.905
4q9YY8eorYGjpjk3Zko7l9,Rock,Blood Brothers - 2015 Remaster,https://p.scdn.co/mp3-preview/bb00ea3e497b9a3d7954b40cdc128b50bba56f41?cid=b82fb22d072d4120850c99225ff01644,Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao,0.243,0.809,-6.316,0.0479,0.0501,0.0338,0.133,0.444,182.679
1gzWd0ILFaCoHUfQSkCIvl,Rock,Minerva,https://p.scdn.co/mp3-preview/a1754867dc3ddcc633e0070b4195fcbec5814726?cid=b82fb22d072d4120850c99225ff01644,Deftones,spotify:artist:6Ghvu1VvMGScGpOUJBAHNH,0.349,0.934,-5.518,0.0644,0.000152,0.623,0.281,0.0788,124.055
3jagGO7eHHuaD53ibehkux,Rock,Blood and Thunder,https://p.scdn.co/mp3-preview/214f41a401c263439f5e715b2875940fef45f7b1?cid=b82fb22d072d4120850c99225ff01644,Mastodon,spotify:artist:1Dvfqq39HxvCJ3GvfeIFuT,0.364,0.935,-6.548,0.0724,8.58E-06,0.729,0.0317,0.478,92.717
1DhCdQMyNLklKGxBheRFxL,Rock,In the Name of Tragedy,https://p.scdn.co/mp3-preview/98a4f4378d9c9130203dd1a1d5bc0805e7ebc519?cid=b82fb22d072d4120850c99225ff01644,Motörhead,spotify:artist:1DFr97A9HnbV3SKTJFu62M,0.449,0.994,-4.836,0.0824,0.000106,2.13E-06,0.102,0.447,149.91
2b9lp5A6CqSzwOrBfAFhof,Rock,Crazy Train,https://p.scdn.co/mp3-preview/a3f3a8418391439b4725f26fbb3f1b272c24bc02?cid=b82fb22d072d4120850c99225ff01644,Ozzy Osbourne,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,0.453,0.905,-4.001,0.115,0.36,0.000569,0.26,0.474,137.571
0L7zm6afBEtrNKo6C6Gj08,Rock,Painkiller,https://p.scdn.co/mp3-preview/e42a4de803594215aa4d244895f8d2abb1367697?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.435,0.987,-4.667,0.16,0.000195,0.0847,0.268,0.101,103.16
3kubJ2b1Rad7NXZtnZAZmO,Rock,Electric Eye,https://p.scdn.co/mp3-preview/d4abea7809e621be4cf8c039a005a7ff173a5eae?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.431,0.947,-6.011,0.0752,0.000779,0.000253,0.356,0.365,96.539
2dbOYFfS7r7NAzquRvji9A,Rock,Balls to the Wall,https://p.scdn.co/mp3-preview/f17ccce8323b75f9181adb36212204aa04c153bb?cid=b82fb22d072d4120850c99225ff01644,Accept,spotify:artist:3JDIAtVrJdQ7GFOX26LYpv,0.544,0.739,-7.383,0.0517,0.00392,0.000143,0.168,0.328,118.287
55cd3NlqktNjhAZcPvaUvk,Rock,You've Got Another Thing Coming,https://p.scdn.co/mp3-preview/0c48800a72e6df91d481871139bbcc45640d9b5f?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.511,0.82,-6.962,0.049,0.00467,6.07E-06,0.104,0.543,138.2
5bkNg8UwgncK6vezaiPh1I,Rock,Beyond the Realms of Death,https://p.scdn.co/mp3-preview/fa4e9634e9e42158fc08aa8e8be4a61891a7cfb1?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.287,0.678,-6.747,0.0309,0.037,4.49E-05,0.224,0.531,172.819
573Z2Dty5epeNgKsgoDOlr,Rock,Child in Time - 1995 Remaster,https://p.scdn.co/mp3-preview/459c3b47d2059cc7a49df84fef44272a42b6494c?cid=b82fb22d072d4120850c99225ff01644,Deep Purple,spotify:artist:568ZhdwyaiCyOGJRtNYhWf,0.344,0.497,-9.295,0.0366,0.0167,0.453,0.108,0.356,127.707
2RaA6kIcvomt77qlIgGhCT,Rock,Breaking the Law,https://p.scdn.co/mp3-preview/2045675c3ff30411c283de17ddcf3952efd9234e?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.362,0.961,-5.664,0.0857,0.024,9.35E-06,0.159,0.491,164.019
5CPXR6lDTvngxtmMZxnWmC,Rock,Pull Me Under,https://p.scdn.co/mp3-preview/4a65db5279bd31980b5986b9f9deef31f80009a8?cid=b82fb22d072d4120850c99225ff01644,Dream Theater,spotify:artist:2aaLAng2L2aWD2FClzwiep,0.532,0.941,-9.025,0.0465,0.000579,0.0527,0.15,0.278,102.198
5S3xorINW2T7ZwdFl9rilj,Rock,Black Metal - Live,https://p.scdn.co/mp3-preview/f7f9fac90935ae7bf7d53d0da9bea196d557e44d?cid=b82fb22d072d4120850c99225ff01644,Venom,spotify:artist:5fwaejlOHVBAw1KhIPPaQe,0.0968,0.754,-5.395,0.102,3.10E-05,0.0148,0.134,0.0608,86.094
2E7W1X4maFFcjHrVrFA7Vs,Rock,Bark at the Moon,https://p.scdn.co/mp3-preview/428cbc8109df061b2b6dc9ed65ba4dd2888d8116?cid=b82fb22d072d4120850c99225ff01644,Ozzy Osbourne,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,0.303,0.961,-5.333,0.243,0.00253,6.20E-05,0.132,0.305,146.591
5XfWzGa5zuz88IOYbWNTMa,Rock,Mr. Crowley,https://p.scdn.co/mp3-preview/c2580d17ed497054400f51d2575e6187d4f14080?cid=b82fb22d072d4120850c99225ff01644,Ozzy Osbourne,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,0.287,0.757,-6.482,0.0591,0.204,0.000294,0.359,0.357,108.554
1KBCrhaog1gG6PVMdP2H7Q,Rock,Screaming for Vengeance,https://p.scdn.co/mp3-preview/1b19a31e5227e85764c10e3915f84fec243e5329?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.366,0.978,-5.514,0.088,0.00946,3.63E-06,0.495,0.192,112.874
6w8dBm5KlXxWejYrbGS1EJ,Rock,I Wanna Be Somebody,https://p.scdn.co/mp3-preview/38291f71b2b32fbf70dba67005c8398787eb6da1?cid=b82fb22d072d4120850c99225ff01644,W.A.S.P.,spotify:artist:3BVkDHWRvLJEyKdvhLbjsq,0.285,0.825,-7.049,0.0466,0.000826,0,0.268,0.516,164.611
28clONjZmul6FjfO6tZQDE,Rock,Metal Health (Bang Your Head),https://p.scdn.co/mp3-preview/796bfd262a59ff8e73b019f7c0fd290b5073f84b?cid=b82fb22d072d4120850c99225ff01644,Quiet Riot,spotify:artist:1dLWg6m8RRhizsdqJbhyj3,0.494,0.933,-5.977,0.0808,0.0434,0.00108,0.228,0.507,121.201
0IXpUl1fn2QZcBavfuq0H4,Rock,Living After Midnight,https://p.scdn.co/mp3-preview/00ffd4275dc22c09331d0524aeb9ca6b586572af?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.61,0.824,-6.046,0.0534,0.0136,1.75E-06,0.0606,0.819,134.992
5B6Z7NwVqA7W3UFiqBdEJC,Rock,Round and Round,https://p.scdn.co/mp3-preview/570cceb2bbf4dce6ec380783a632f37bf2906585?cid=b82fb22d072d4120850c99225ff01644,Ratt,spotify:artist:3tufWJzpCiAGleBt5TkmTn,0.628,0.934,-6.026,0.0527,0.00682,1.11E-05,0.0852,0.491,126.538
0SEd8AUWG3j4YFsFEVmGjW,Rock,Hell Bent for Leather,https://p.scdn.co/mp3-preview/410eab0818a6ab6215b1fbccf528239baa7dbfc1?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.311,0.867,-6.43,0.19,0.00707,2.14E-05,0.343,0.281,192.622
6rkeaQRCWZxwkjhyqgxjXi,Rock,Mouth for War,https://p.scdn.co/mp3-preview/cb8116effd9beb66f7cb4a90ada6d944f5d8d055?cid=b82fb22d072d4120850c99225ff01644,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,0.329,0.954,-7.006,0.0722,4.20E-06,0.000614,0.051,0.627,156.899
1eFgA3X5DMj4SrARCtUEDQ,Rock,Power and the Glory - 1999 Remastered Version,https://p.scdn.co/mp3-preview/133aff1e765278f45677a5f2a10d91ca85a4aaa1?cid=b82fb22d072d4120850c99225ff01644,Saxon,spotify:artist:71vVmHeNgCVSa5SVmfvscU,0.362,0.906,-11.932,0.0411,0.000139,0.00115,0.0977,0.407,95.884
6noDJ06v7z8bCsBitjxFG2,Rock,The Sentinel,https://p.scdn.co/mp3-preview/b373866399150e48f3642cd6647068cf0cfc404a?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.15,0.863,-5.145,0.103,0.00268,0.00425,0.099,0.321,185.664
5RU50TPTgtxJLFNunUS2p5,Rock,Fucking Hostile,https://p.scdn.co/mp3-preview/2e083a534b7b69a1f742651323823ff8c97dc368?cid=b82fb22d072d4120850c99225ff01644,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,0.479,0.96,-9.551,0.0991,0.000148,4.62E-05,0.208,0.506,93.867
0wkQ1NGp0D1QjC59vmbYNY,Rock,Youth Gone Wild,https://p.scdn.co/mp3-preview/8ba8254fadff078b38daca6fe5e1a09ac17a9dde?cid=b82fb22d072d4120850c99225ff01644,Skid Row,spotify:artist:4opTS86dN9uO313J9CE8xg,0.534,0.818,-7.168,0.0516,0.00227,0.000359,0.21,0.642,117.349
7w6PJe5KBPyvuRYxFkPssC,Rock,No More Tears,https://p.scdn.co/mp3-preview/d84019910d52e25d7cf0a40e558bd3d6ec97f4f6?cid=b82fb22d072d4120850c99225ff01644,Ozzy Osbourne,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,0.346,0.749,-6.506,0.035,0.00167,8.86E-05,0.648,0.315,102.591
0Z7O8GMQShj9TJrm2yX1R6,Rock,Jump - 2004 Remaster,https://p.scdn.co/mp3-preview/1272f580e516703bd4c01ebaf441b9a5261ad5d5?cid=b82fb22d072d4120850c99225ff01644,Van Halen,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,0.553,0.838,-5.824,0.0317,0.123,3.01E-05,0.053,0.821,129.893
6aQBzaeOIajIPGAMzqa23J,Rock,Freewheel Burning,https://p.scdn.co/mp3-preview/e3e029149bfcef705242783bf4fa44f819234cd1?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.32,0.862,-4.45,0.0495,4.59E-05,0.00341,0.234,0.327,123.593
57pRygIJ53NexIGPvURmZo,Rock,Sinner,https://p.scdn.co/mp3-preview/a15889c085e48fae921fafe22c30cc41b347b941?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.196,0.923,-3.58,0.0591,0.00257,0.00486,0.388,0.492,181.257
6nRCTb5b0N5zp8WTeY6xFZ,Rock,"Metropolis - Part I: ""The Miracle and the Sleeper""",https://p.scdn.co/mp3-preview/a3508f84a2370a0a822332f59b72c2c087a27b16?cid=b82fb22d072d4120850c99225ff01644,Dream Theater,spotify:artist:2aaLAng2L2aWD2FClzwiep,0.28,0.907,-9.29,0.0586,0.000104,0.00536,0.337,0.45,104.896
1d8nkRm5t4DN4X0FMw4Zcs,Rock,Exciter,https://p.scdn.co/mp3-preview/6e4d002f3eedf8ca563540d3236db7962599ed15?cid=b82fb22d072d4120850c99225ff01644,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,0.484,0.877,-5.749,0.111,0.0353,0,0.0911,0.267,130.156
5MxNLUsfh7uzROypsoO5qe,Rock,Dream On,https://p.scdn.co/mp3-preview/4c7fea33f70ea10631656c9bccace988ee2aaa42?cid=b82fb22d072d4120850c99225ff01644,Aerosmith,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,0.307,0.433,-10.057,0.029,0.388,9.08E-05,0.332,0.224,160.9
3YU9X8ryOR20beT7wOlDIJ,Rock,I'm Eighteen,https://p.scdn.co/mp3-preview/766cdf944f4241b852c022f21d7f700461fdbc55?cid=b82fb22d072d4120850c99225ff01644,Alice Cooper,spotify:artist:3EhbVgyfGd7HkpsagwL9GS,0.618,0.413,-14.164,0.0302,0.249,0.0517,0.131,0.531,97.84
056MbLQC2tKWakXhs4T2Ac,Rock,Denim and Leather,https://p.scdn.co/mp3-preview/611daa6a32338618388ddae95e746427cfdba5bc?cid=b82fb22d072d4120850c99225ff01644,Saxon,spotify:artist:71vVmHeNgCVSa5SVmfvscU,0.363,0.713,-7.418,0.0387,0.00533,6.20E-06,0.12,0.716,171.885
0SvfyHYDp2uIsHt53LDlI9,Rock,Cat Scratch Fever,https://p.scdn.co/mp3-preview/1a08de6d022323bdf923f888c65fd6d078706e81?cid=b82fb22d072d4120850c99225ff01644,Ted Nugent,spotify:artist:21ysNsPzHdqYN2fQ75ZswG,0.549,0.916,-4.185,0.034,0.0049,0.123,0.104,0.632,127.131
1erRDf98WX0VllciGPYO1H,Rock,Arise,https://p.scdn.co/mp3-preview/7130ca17f2716b49f21f0ebb0cb4b44d4ef150fc?cid=b82fb22d072d4120850c99225ff01644,Sepultura,spotify:artist:6JW8wliOEwaDZ231ZY7cf4,0.372,0.961,-6.765,0.0931,1.52E-05,0.0548,0.0916,0.159,115.336
5Z8EDau8uNcP1E8JvmfkZe,Rock,School's Out,https://p.scdn.co/mp3-preview/f399de2969ba2f0568fd1ec6aa8accdea1c311a9?cid=b82fb22d072d4120850c99225ff01644,Alice Cooper,spotify:artist:3EhbVgyfGd7HkpsagwL9GS,0.294,0.745,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364
7L1GZDz4fGQGkpXpGaLV55,Rock,Speed King - 1995 Remaster,https://p.scdn.co/mp3-preview/f74ff3e6f38e529ba8bd63f8b1d58748d92d341c?cid=b82fb22d072d4120850c99225ff01644,Deep Purple,spotify:artist:568ZhdwyaiCyOGJRtNYhWf,0.285,0.611,-13.256,0.0421,6.66E-05,0.404,0.0818,0.335,99.907
710B9xFjNOisQtKtppZE9p,Rock,Black No. 1 (Little Miss Scare -All),https://p.scdn.co/mp3-preview/4423468936eb9adb4d5d20e4895a5ec0e98f977d?cid=b82fb22d072d4120850c99225ff01644,Type O Negative,spotify:artist:0blJzvevdXrp21YeI2vbco,0.348,0.7,-8.885,0.0611,0.0397,0.00228,0.106,0.416,93.614
3erQAddOalef7tmVpAZ3BV,Rock,Dead Embryonic Cells,https://p.scdn.co/mp3-preview/0f2e3505131548a6a185638d2adb1da2dc757343?cid=b82fb22d072d4120850c99225ff01644,Sepultura,spotify:artist:6JW8wliOEwaDZ231ZY7cf4,0.445,0.917,-6.776,0.0693,9.62E-06,0.175,0.108,0.439,106.54
0QRxtcxL31dRAeiUUuENPu,Rock,Territory,https://p.scdn.co/mp3-preview/45a512c74ba67b0d1ea7d0f7adba618067e428f6?cid=b82fb22d072d4120850c99225ff01644,Sepultura,spotify:artist:6JW8wliOEwaDZ231ZY7cf4,0.335,0.946,-6.233,0.126,0.000278,0.0305,0.136,0.305,153.429
5SAEMjVQbmin3g7b0RG6me,Rock,5 Minutes Alone,https://p.scdn.co/mp3-preview/81537978c84c985cf8e4a95eb8a9c5ed7f030693?cid=b82fb22d072d4120850c99225ff01644,Pantera,spotify:artist:14pVkFUHDL207LzLHtSA18,0.504,0.856,-6.271,0.0423,0.000748,0.359,0.114,0.585,95.402
1cDu1ZVtBExJYohWBellWs,Rock,I Don't Know,https://p.scdn.co/mp3-preview/67a1d2c3e3e0fab0894587f18bdbeedf219c4db4?cid=b82fb22d072d4120850c99225ff01644,Ozzy Osbourne,spotify:artist:6ZLTlhejhndI4Rh53vYhrY,0.443,0.907,-5.574,0.181,0.441,1.15E-06,0.12,0.278,134.992
2QpP8SyXrumYR5BlcdJgTV,Rock,Princess of the Night - 2009 Remastered Version,https://p.scdn.co/mp3-preview/6ba91e4075b84813d439ecef5a8e428a2d178ba8?cid=b82fb22d072d4120850c99225ff01644,Saxon,spotify:artist:71vVmHeNgCVSa5SVmfvscU,0.362,0.797,-8.824,0.0424,0.00328,2.00E-06,0.0668,0.753,107.249
203xxdlledLFnkqrUleD72,Rock,You Can't Bring Me Down,https://p.scdn.co/mp3-preview/b6981ed7635e62d5cd3f6a3894ab5ad6bd21a300?cid=b82fb22d072d4120850c99225ff01644,Suicidal Tendencies,spotify:artist:3WPKDlucMsXH6FC1XaclZC,0.281,0.958,-10.798,0.375,0.00195,4.69E-05,0.0915,0.0381,136.851
5Ny6yVg3LRfz3jicFcIMlm,Rock,Mississippi Queen,https://p.scdn.co/mp3-preview/f153dbb7dddd2acd5e44429d11b5917f7e292ec7?cid=b82fb22d072d4120850c99225ff01644,Mountain,spotify:artist:7LCp4MN0SOIVWlssid9KyE,0.479,0.832,-4.746,0.145,0.13,2.83E-05,0.0459,0.584,140.41
4j1VLXRsDlkBztsJr3TZDH,Rock,Beyond the Black,https://p.scdn.co/mp3-preview/5dc2a0769b6e98eef17aef20f1153357dd4358fd?cid=b82fb22d072d4120850c99225ff01644,Metal Church,spotify:artist:0exvkfkATkqWOJgugTjJhP,0.323,0.921,-7.393,0.0758,0.00354,0.469,0.205,0.308,115.548
