,TrackURI,track,acousticness,instrumentalness,energy,speechiness,liveness,loudness,danceability,tempo,valence
379,spotify:track:56lhDZNQ5J47aog6mGKeGk,Thunder Road,0.623,1.78e-05,0.758,0.0364,0.531,-5.871,0.369,140.71,0.663
380,spotify:track:68uuz61IqrSJjO6ffO3yHc,Secret Garden,0.576,0.0418,0.329,0.0266,0.12,-14.224,0.52,86.857,0.118
381,spotify:track:2pX4FpOgwItRVPPUFdRcxA,Smooth (feat. Rob Thomas),0.16,4.73e-06,0.923,0.0338,0.295,-3.908,0.609,115.996,0.961
382,spotify:track:567UAkWoLBqZ709s3Qcbze,Maria Maria (feat. The Product G&B),0.0406,0.00201,0.601,0.126,0.0348,-5.931,0.777,97.911,0.68
383,spotify:track:5u6y4u5EgDv0peILf60H5t,Oye Como Va,0.301,0.345,0.379,0.0539,0.104,-13.208,0.736,128.399,0.948
384,spotify:track:4YMQXzscifAREG0a7KNGhB,Black Magic Woman - Single Version,0.676,0.0789,0.349,0.0323,0.0866,-14.295,0.489,124.348,0.622
385,spotify:track:59uqWPaagd0khPaauWM2lU,Corazon Espinado (feat. Mana),0.13,0.287,0.789,0.0285,0.0874,-5.173,0.699,119.959,0.962
386,spotify:track:41IShViF79gmulEkIHAjcb,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,0.0714,0.000153,0.929,0.0478,0.0598,-3.236,0.59,119.818,0.674
387,spotify:track:35fC3Wq3slX4OBfyvBVmHm,Samba Pa Ti,0.829,0.424,0.358,0.0343,0.0827,-12.908,0.407,92.292,0.267
388,spotify:track:5tmrnhMxx39jnu3kjopMdP,Evil Ways,0.22,0.35,0.528,0.0358,0.14,-13.382,0.704,117.472,0.73
389,spotify:track:7ptdX6yHWePemlp0TuOhK5,Into the Night (feat. Chad Kroeger),0.0108,0.0,0.809,0.0326,0.213,-5.433,0.592,127.995,0.629
390,spotify:track:4qu0lhULYMZgDcgVL00Jk0,Greener,0.563,0.228,0.511,0.109,0.0728,-9.612,0.599,165.843,0.548
391,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,0.00255,5.69e-05,0.805,0.0624,0.0842,-6.237,0.438,113.253,0.564
392,spotify:track:0wJoRiX5K5BxlqZTolB2LD,Purple Haze,0.00876,0.578,0.905,0.0754,0.0698,-5.27,0.533,108.9,0.486
393,spotify:track:0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,0.00603,0.38,0.768,0.0377,0.0244,-5.695,0.346,169.492,0.532
394,spotify:track:1Eolhana7nKHYpcYpdVcT5,Little Wing,0.181,0.00278,0.534,0.0768,0.0547,-8.045,0.515,70.776,0.426
395,spotify:track:2AxCeJ6PSsBYiTckM0HLY7,Voodoo Child (Slight Return),0.477,0.00833,0.91,0.389,0.0517,-6.662,0.214,175.549,0.448
396,spotify:track:5H6Jp0syB5yEPk7SWYdlmk,The Wind Cries Mary,0.348,0.0286,0.495,0.0501,0.2,-10.508,0.499,80.086,0.339
397,spotify:track:3qebSLgUwaEqbwCM5sj5Kh,Castles Made of Sand,0.504,0.0171,0.714,0.313,0.684,-9.159,0.461,94.372,0.454
398,spotify:track:23MrkN7g6Q5U7GLIxNHN1B,Foxey Lady,0.0751,0.237,0.847,0.0411,0.372,-5.987,0.507,98.096,0.566
399,spotify:track:1ntxpzIUbSsizvuAy6lTYY,Crosstown Traffic,0.248,2.39e-06,0.963,0.129,0.158,-5.586,0.486,113.133,0.533
400,spotify:track:5LI7PoHEolR8plrf3I16sq,Fire,0.00206,0.0283,0.944,0.115,0.356,-5.167,0.479,153.45,0.572
401,spotify:track:1qIi03YucQ0hSyM08VngF2,System,0.000277,1.69e-05,0.774,0.0399,0.121,-7.379,0.527,131.841,0.199
402,spotify:track:2XREscvJdz0RQ2voe67rdU,White Noise,0.00301,0.0139,0.997,0.0612,0.333,-4.803,0.478,150.05,0.632
403,spotify:track:1UccyIBIE3ZE5igajUDbuO,It Goes Through,0.416,0.779,0.839,0.0393,0.197,-9.097,0.562,127.988,0.526
405,spotify:track:6FCfZ14lK1RmCSMTXlsh5l,The Last Line,0.718,0.806,0.507,0.0379,0.129,-15.61,0.593,109.989,0.0333
406,spotify:track:3w7M1q1wFiANCmJdjwApLR,Devil's Drop,0.803,0.321,0.38,0.0357,0.339,-10.231,0.363,121.985,0.152
407,spotify:track:5bTVbcLZg7a07G5ckdhkL6,Jeff Walks,0.968,0.981,0.118,0.0354,0.114,-15.827,0.603,127.993,0.563
408,spotify:track:4AOUosD71dkd3n9d4BJ1gT,Mall Blueprint,0.616,0.942,0.398,0.0534,0.149,-17.502,0.339,172.002,0.0357
409,spotify:track:6uEGlef64a7wB9GmcMb5nc,Mal RX7 - Instrumental,0.151,0.936,0.835,0.056,0.116,-17.72,0.721,110.257,0.195
410,spotify:track:2OShn8C8tZZkUH89yWclHy,Jeff Makes Observations,0.799,0.954,0.49,0.0536,0.122,-16.078,0.712,109.997,0.418
411,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Back In Black,0.011,0.00965,0.7,0.047,0.0828,-5.678,0.31,188.386,0.763
412,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,0.061,0.00158,0.913,0.133,0.156,-4.793,0.574,115.728,0.423
413,spotify:track:57bgtoPSgt236HzfBOd8kj,Thunderstruck,0.000147,0.0117,0.89,0.0364,0.217,-5.175,0.502,133.52,0.259
414,spotify:track:2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,0.00287,0.000513,0.767,0.0574,0.39,-5.509,0.532,127.361,0.755
415,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,T.N.T.,0.153,0.000108,0.759,0.302,0.101,-5.218,0.754,126.366,0.435
416,spotify:track:2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,0.214,0.00245,0.906,0.17,0.135,-4.881,0.668,135.653,0.507
417,spotify:track:69QHm3pustz01CJRwdo20z,Hells Bells,0.00532,0.0055,0.873,0.0475,0.273,-4.768,0.389,106.767,0.303
418,spotify:track:0C80GCp0mMuBzLf3EAXqxv,Shoot to Thrill,0.000239,0.0879,0.904,0.0747,0.396,-5.303,0.457,141.038,0.48
419,spotify:track:7nemcVsXVFZF01iqpIIo2Y,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),0.133,0.0538,0.863,0.0894,0.0553,-3.551,0.456,135.962,0.532
420,spotify:track:4feXJ5IC3avXsVW9WNFSag,Rock N Roll Train,0.000998,0.0118,0.931,0.0615,0.278,-2.356,0.547,118.4,0.697
426,spotify:track:1Z39z6MnZqemvR9wnFgvix,Relator,0.138,0.0,0.816,0.297,0.17,-6.078,0.644,93.837,0.801
427,spotify:track:2tr9JHGOa5ZRar7IedAiQc,The Moon Song - Film Version,0.994,0.000662,0.0654,0.0405,0.106,-17.089,0.626,95.303,0.724
431,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,0.735,0.0114,0.262,0.0414,0.832,-15.73,0.481,122.861,0.375
432,spotify:track:4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",0.0782,0.000694,0.394,0.0428,0.247,-15.882,0.693,104.114,0.721
433,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,Comfortably Numb,0.15,0.312,0.366,0.0286,0.0837,-12.595,0.472,127.163,0.171
434,spotify:track:0vFOzaXqZHahrZp6enQwQb,Money,0.024,0.00199,0.536,0.144,0.269,-10.422,0.468,126.256,0.785
435,spotify:track:3TO7bbrUKrOSPGRTB5MeCz,Time,0.521,0.0043,0.48,0.0841,0.178,-11.79,0.359,120.285,0.355
436,spotify:track:0GqGrPWhmiRX9BU93AYFOW,Wish You Were Here,0.731,0.000508,0.278,0.0513,0.284,-15.557,0.497,120.931,0.293
437,spotify:track:2ctvdKmETyOzPb2GiJJT53,Breathe (In the Air),0.389,0.728,0.373,0.0346,0.143,-15.142,0.431,128.153,0.253
438,spotify:track:7F02x6EKYIQV3VcTaTm7oN,Hey You,0.223,0.00216,0.302,0.0293,0.128,-14.976,0.587,112.46,0.19
439,spotify:track:6pnwfWyaWjQiHCKTiZLItr,Shine On You Crazy Diamond (Pts. 1-5),0.772,0.686,0.294,0.028,0.107,-11.941,0.264,137.937,0.0402
440,spotify:track:05uGBKRCuePsf43Hfm0JwX,Brain Damage,0.0732,0.341,0.265,0.0302,0.366,-13.398,0.324,133.568,0.208
441,spotify:track:7L3b6iaVhDVjfo52Hbvh9Z,Edge of Seventeen - 2016 Remaster,0.327,5.98e-06,0.804,0.0454,0.0818,-7.299,0.591,111.457,0.658
442,spotify:track:1Tip6R4swhC7E6hgILBjrE,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),0.0291,7.16e-06,0.737,0.0384,0.0856,-5.246,0.681,109.95,0.278
443,spotify:track:66LhCsc06aTa2Ig7iYPDSP,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,0.379,0.00273,0.597,0.026,0.146,-7.382,0.631,107.26,0.665
444,spotify:track:2npStoMbQxG1LcIeF4PZrj,Leather and Lace (with Don Henley),0.664,0.0,0.398,0.0303,0.114,-11.67,0.553,76.074,0.392
445,spotify:track:0QVlQTzp10Tj4Xql9ZRJzo,Rooms on Fire,0.0731,0.000179,0.921,0.041,0.443,-4.676,0.615,126.947,0.744
446,spotify:track:7kXM2obnaUVl014k00cdhF,Leather and Lace - 2016 Remaster,0.639,0.0,0.432,0.0298,0.104,-9.327,0.49,153.753,0.367
447,spotify:track:6sleEAnBH0sZMe0pOQNidG,Stand Back,0.00736,0.0447,0.783,0.0435,0.0381,-9.455,0.638,115.269,0.637
448,spotify:track:1PAnGhRo2tHpM2DNibEEe6,Has Anyone Ever Written Anything for You,0.951,0.0759,0.149,0.0257,0.153,-15.795,0.529,86.921,0.178
449,spotify:track:3MhtDiOUmoL5Yw3uh9asB1,The Dealer,0.0358,0.000375,0.78,0.0284,0.0754,-6.401,0.704,121.939,0.456
450,spotify:track:2iA9swOmMhBUFdbflno6GE,Crystal - 2019 Remaster,0.189,0.000298,0.281,0.0327,0.196,-11.207,0.326,125.471,0.196
454,spotify:track:2Rbq28aQomoEswOXeK27CE,Love Song to the Earth,0.032,0.0,0.629,0.0341,0.0777,-7.243,0.377,140.044,0.14
461,spotify:track:6GqqGv8frU7kqzXkm2rewI,A Little Bit Off,0.00839,0.0,0.828,0.0404,0.294,-6.053,0.664,103.985,0.82
462,spotify:track:51lcM37Li2HOhk8F8kPwUv,AfterLife,0.000645,5.7e-06,0.989,0.0597,0.342,-4.212,0.473,93.988,0.327
463,spotify:track:7uIF6RDrW2PwvvYEMkanr8,Bad Company,0.000595,9.91e-05,0.886,0.0482,0.0904,-4.196,0.558,114.041,0.171
464,spotify:track:5MjkeHk6I0JA0q13eqtnJP,Jekyll and Hyde,0.00058,1.99e-05,0.96,0.106,0.0531,-4.681,0.544,154.966,0.718
465,spotify:track:0gMTjqQCHmQpCqmmeCy2wP,Wrong Side of Heaven,0.00685,0.0,0.926,0.0666,0.288,-5.123,0.482,150.014,0.529
466,spotify:track:6RksBSj5fFtPkUnL2EE0oe,Darkness Settles In,0.00732,0.0,0.933,0.09,0.264,-4.49,0.334,132.812,0.18
467,spotify:track:2gsxeJnGbJQkBddBDr0UTV,Living The Dream,0.000839,0.0,0.988,0.113,0.137,-3.466,0.416,174.995,0.47
468,spotify:track:163Kb2pSLLduhfbO6Zn0sL,Inside Out,0.00191,0.0,0.991,0.15,0.121,-2.855,0.476,82.997,0.202
469,spotify:track:0JHREzo9WzIP4vyybhSKPa,Blue on Black,0.00182,1.72e-05,0.871,0.0349,0.0832,-4.911,0.448,156.049,0.404
470,spotify:track:3EO0js63QHQQPqJt1TgBLQ,Lift Me Up,9.68e-05,0.0,0.985,0.141,0.209,-4.165,0.521,75.013,0.151
471,spotify:track:1fvlJQrm3yoN2TpKH5FgiR,Tears of the Dragon - 2001 Remastered Version,0.00386,1.47e-06,0.62,0.0265,0.114,-7.458,0.496,140.06,0.279
472,spotify:track:64og4LmCUQRq4wvZeMdKdh,Tears of the Dragon - Acoustic Chillout; 2001 Remastered Version,0.0388,0.0,0.479,0.0254,0.118,-8.624,0.507,139.68,0.107
473,spotify:track:2LGcorvZNs37Vzbto5aaoa,All the Young Dudes,0.0117,0.0,0.776,0.0364,0.349,-6.934,0.523,80.433,0.469
474,spotify:track:7a19y3FBr1qbTPWHsCokoW,Navigate the Seas of the Sun,0.127,0.0,0.619,0.0242,0.172,-8.096,0.525,92.501,0.381
475,spotify:track:4g509OtDJqPkrnYufCyzuq,Road to Hell - 2001 Remastered Version,0.0024,1.43e-05,0.947,0.0998,0.364,-5.261,0.54,94.082,0.709
476,spotify:track:3dlabxdfwsH6Ot8wWEqFGJ,Man of Sorrows - 2001 Remaster,0.0428,4.51e-05,0.674,0.029,0.103,-6.471,0.485,72.438,0.224
477,spotify:track:4AgmNBqRvAFU8nfP2u1SWQ,Change of Heart - 2001 Remastered Version,0.0593,0.0,0.543,0.0321,0.055,-11.399,0.626,94.248,0.333
478,spotify:track:4lhsFmmWIPk3cSK0wuazzu,Tattooed Millionaire,0.00562,0.0,0.944,0.0601,0.366,-6.368,0.501,130.31,0.652
479,spotify:track:7hVHgiv8Iwkxt9bVlhx1Ts,Chemical Wedding - 2001 Remaster,0.00256,9e-06,0.821,0.0364,0.154,-4.559,0.274,73.222,0.301
480,spotify:track:7K1yQ1Kb5mk5EVsuPt0cIA,Arc of Space - 2001 Remastered Version,0.351,0.0,0.424,0.0271,0.105,-8.861,0.457,137.769,0.134
481,spotify:track:59yE5Hg5TSz86CoasCpDQw,We Rock,2.72e-05,0.00452,0.971,0.0983,0.0872,-3.937,0.383,154.914,0.404
482,spotify:track:22kRZc7eBOD2LAwLJCnCys,Dying Song,0.000668,0.0198,0.877,0.0476,0.0946,-4.513,0.279,112.494,0.328
483,spotify:track:7eneUniG2dwSEvkSlB5qtv,Bound by Silence,3.01e-05,7.63e-05,0.963,0.0553,0.075,-4.564,0.362,141.253,0.735
484,spotify:track:6cKOd2fEKa5xXAEMjliGmT,Gift of Pain,7.68e-05,0.581,0.977,0.101,0.37,-4.664,0.297,105.891,0.184
485,spotify:track:2u3IWaBkJDKHmlTFVXsXR2,Can't Kill the Devil,1.38e-05,0.114,0.985,0.1,0.106,-4.535,0.481,94.935,0.204
486,spotify:track:5ng8LbNGx843f7JyW2ywpA,Mother of Sin,1.29e-05,0.555,0.992,0.0919,0.295,-4.209,0.32,119.982,0.29
487,spotify:track:2VBA1Af6pSYWNTy9H6hKGL,Let Darkness Fall,0.000533,0.21,0.888,0.0622,0.075,-5.356,0.284,93.906,0.226
488,spotify:track:1rRLCEJXk4ea23EOxoL3Gi,"Power Drunk Majesty, Pt. 2",0.000313,0.102,0.963,0.057,0.255,-4.659,0.542,97.01,0.471
489,spotify:track:2jlmJ1pxqrN17aKvZnRSyf,The Accuser,2.11e-05,0.566,0.985,0.0824,0.0537,-5.114,0.399,94.233,0.224
490,spotify:track:6R54a08oOZroEiEaTRxHI1,Voodoo of the Godsend,0.000281,0.805,0.977,0.0532,0.146,-4.603,0.546,107.999,0.355
491,spotify:track:3uZFSiCurXd9Jm3OIfxmAb,Let Them Eat Metal,0.0014,0.00575,0.721,0.0305,0.203,-6.35,0.626,116.414,0.493
492,spotify:track:6Nn0ilDafmU5EsSuVDiXKw,Metal Will Never Die (Bonus Track),0.000372,2.86e-05,0.818,0.0413,0.121,-2.031,0.375,75.966,0.411
493,spotify:track:3WF4PlsNx14K723Mgwoosn,Too Hot to Stop,0.00133,0.838,0.93,0.0466,0.235,-6.904,0.543,137.511,0.524
494,spotify:track:35f40WckAGomhkLxlCelQc,Hurricane,1.5e-05,0.889,0.949,0.0624,0.215,-4.599,0.405,94.422,0.188
495,spotify:track:5hMndO0KAcs6cKI89Lzbes,The Code,0.000783,7.73e-06,0.878,0.0812,0.272,-5.654,0.526,95.985,0.489
496,spotify:track:6fn5kWKOKmjvmlez65SghS,White Lightning,0.000749,0.102,0.948,0.0721,0.0698,-6.438,0.5,144.401,0.374
497,spotify:track:3fJ7Ao8qM4h0AWxKoBmNEb,Power Lover,0.000562,0.083,0.898,0.203,0.251,-6.5,0.342,89.533,0.564
498,spotify:track:1TQEMRyYNYXVMEn3ICEkrM,Wild Dogs,5.37e-05,0.973,0.992,0.0753,0.485,-7.427,0.161,181.826,0.0752
499,spotify:track:4djf77CdXA6zqjLiYZwPby,Nuclear Skies,0.00878,0.0715,0.734,0.0363,0.16,-7.349,0.616,110.838,0.302
500,spotify:track:3S9cx6A8bm3au5u07mqhbC,Waiting for Tomorrow,0.00109,0.85,0.903,0.043,0.185,-8.055,0.505,127.118,0.52
501,spotify:track:7ACxUo21jtTHzy7ZEV56vU,Crazy Train,0.408,0.000271,0.913,0.107,0.248,-4.008,0.454,137.688,0.521
502,spotify:track:0S3gpZzlT9Hb7CCSV2owX7,"Mama, I'm Coming Home",0.0105,0.0,0.656,0.0302,0.0892,-6.557,0.282,139.352,0.242
503,spotify:track:7w6PJe5KBPyvuRYxFkPssC,No More Tears,0.00167,8.86e-05,0.749,0.035,0.648,-6.506,0.346,102.591,0.315
504,spotify:track:2E7W1X4maFFcjHrVrFA7Vs,Bark at the Moon,0.00253,6.2e-05,0.961,0.243,0.132,-5.333,0.303,146.591,0.305
505,spotify:track:5axOkQnmQmwtjr4bv1Xt7i,I Don't Wanna Stop,0.000963,2.25e-06,0.937,0.0724,0.4,-3.926,0.578,137.937,0.769
506,spotify:track:2ov8L95QD25TLpZAZPYWXL,Mr. Crowley,0.212,0.000153,0.748,0.0568,0.368,-6.514,0.307,108.227,0.347
507,spotify:track:31dqpLUModJWNbxrXu6TWd,Shot in the Dark,0.00835,6.02e-05,0.791,0.0324,0.142,-7.262,0.581,123.887,0.619
508,spotify:track:78PKCefXwDLbl4FVO1Pjzh,Dreamer,0.0629,2.49e-06,0.636,0.0256,0.0921,-7.408,0.493,79.419,0.279
509,spotify:track:43thLwzSasUUZEYjYPeJh3,Close My Eyes Forever,0.31,2.82e-06,0.331,0.0305,0.172,-14.884,0.476,130.574,0.24
510,spotify:track:4nvYDy427VvA1TcEkdgZII,Hellraiser,0.00024,0.000282,0.852,0.0344,0.228,-6.348,0.397,96.064,0.506
511,spotify:track:5WrAMHyOgzpeI4g4I1Cdy0,Stroker Ace,0.0969,0.604,0.568,0.133,0.109,-9.834,0.844,80.007,0.378
512,spotify:track:5Cn3YhWt002bD648xjHnhr,To Catch a Thief,0.175,0.584,0.539,0.0723,0.0698,-7.593,0.684,79.002,0.748
513,spotify:track:76ICL8DY0BvBiEgWT3dQdS,Book of the Month,0.226,0.878,0.516,0.0426,0.11,-9.602,0.666,89.47,0.603
514,spotify:track:7598jXG1Fc50oG2aaZQiGf,Sex - I'm a,0.326,0.203,0.607,0.252,0.14,-8.593,0.374,168.524,0.484
515,spotify:track:0zgQdCrmcqNlXdxrvREA8r,Pit Stop - Take Me Home,0.325,0.913,0.573,0.0265,0.158,-7.459,0.68,88.494,0.332
516,spotify:track:0V4uOQHH8aVMwyuxYZpIFV,Strangers on a Train,0.134,0.631,0.498,0.0295,0.119,-8.202,0.776,86.332,0.875
517,spotify:track:6kt6kkMZOWPbxgSUNuDe4T,Anger Management,0.6,0.727,0.58,0.113,0.125,-8.843,0.702,76.008,0.717
518,spotify:track:6X2JdCAjdTmuYWQnmN8yUZ,Lifeboat,0.373,0.473,0.514,0.0333,0.135,-11.519,0.548,77.951,0.435
519,spotify:track:5yGAtvmSwEOjfyLjjREAyy,Everyone Has a Summer,0.171,0.112,0.614,0.209,0.0747,-11.278,0.631,168.125,0.591
520,spotify:track:295v1gr3K2iTWTDhBFOGGw,Pit Stop (Take Me Home) - Instrumental,0.0791,0.753,0.531,0.0354,0.128,-8.275,0.663,88.501,0.336
521,spotify:track:56ZbCQAF9wI2fphk28bijK,Hammer the Nails,0.00019,0.0074,0.998,0.16,0.0511,-4.726,0.383,205.036,0.105
522,spotify:track:6qJltWOE8ARhn91oK79I0Q,"If James Hetfield Can Stay Straight Edge, Anyone Can",0.000128,5.4e-06,0.971,0.13,0.299,-4.098,0.357,195.071,0.459
523,spotify:track:2z0qjyvKpB1yj61aLn5ATd,"No Donnie, These Men are Straight Edge",0.00508,1.29e-05,0.961,0.0969,0.0492,-4.036,0.495,100.494,0.447
524,spotify:track:6KM1NWXmJfcVlF68PgSR39,Butt Hash,0.0052,0.0,0.946,0.315,0.357,-5.383,0.367,144.949,0.353
525,spotify:track:4Q9B4VNgTn4JkhowdYscdo,1 Out of 3 Has a STD,0.000669,0.00023,0.987,0.217,0.0606,-4.02,0.273,176.768,0.296
526,spotify:track:1zdkT1SM0DsZ94tYx1TrBI,Lessons,0.00508,0.00188,0.981,0.234,0.0795,-4.13,0.343,105.88,0.16
527,spotify:track:6sp6EoB1bqtaLRQUpSqIXu,Coke Bongs and Sing- A- Longs,0.00386,0.000293,0.981,0.16,0.102,-3.955,0.348,97.963,0.372
528,spotify:track:7IPUsAc8v5Dy2AhYBre1Yl,Between the Devil and the Deep Blue Sea,3.42e-05,0.0133,0.995,0.104,0.468,-4.833,0.36,175.05,0.17
529,spotify:track:10zeulgcSIZxIU2MIy6dDp,Louisa,0.000122,0.121,0.992,0.0966,0.0548,-3.462,0.425,102.547,0.251
530,spotify:track:6uTYMyZIseKVW61zUtRbZr,Nothing to Lose,0.00111,0.000276,0.981,0.163,0.151,-4.171,0.486,76.082,0.296
531,spotify:track:4eD48Ur3heQtP8ZGzl7buk,I Don't Care,0.00833,0.0,0.792,0.0413,0.131,-4.388,0.274,179.067,0.092
532,spotify:track:6v33q77HxYqtymxLB7gWmF,I Don't Care - US Version,0.000953,0.0,0.734,0.0416,0.0874,-4.972,0.33,178.986,0.256
533,spotify:track:1JrtC2ubRFV2xB79J3UY1Z,I'm Not Jesus - International Version,0.00017,0.00302,0.856,0.0331,0.12,-3.943,0.509,84.542,0.535
534,spotify:track:1mCNkrKh9NEgxJWUqHnEgo,Not Strong Enough,0.00183,0.0,0.829,0.047,0.119,-3.834,0.354,163.958,0.195
535,spotify:track:2a8ND713OfNIdlJD1p8jB3,Someone To Talk To (feat. Apocalyptica),0.101,0.0,0.595,0.032,0.342,-6.797,0.433,74.989,0.24
536,spotify:track:00i9VF7sjSaTqblAuKFBDO,Talk To Me (feat. Lzzy Hale),0.00329,0.0,0.877,0.0602,0.222,-5.865,0.409,177.928,0.403
538,spotify:track:5pUAyAxO3yfmqPo0Mytxna,Helden,0.000205,0.497,0.836,0.0436,0.23,-4.549,0.435,113.036,0.0523
539,spotify:track:2mPpPlCJKhjojKylWEs4ZC,Broken Pieces,0.000687,0.0,0.746,0.0377,0.131,-4.233,0.481,85.934,0.545
540,spotify:track:6W4pRJhZhyO3rz9vTITKRB,Angels Calling,0.000119,0.0201,0.947,0.0785,0.116,-6.658,0.448,124.045,0.0835
541,spotify:track:7xDAU9IAMyWjl7ia3hRxs7,Blvd. Nights,0.000214,0.921,0.784,0.0474,0.111,-4.45,0.26,78.85,0.101
542,spotify:track:6lj90SlDI7l1xDLVuxEFDH,Ever (Foreign Flag),0.000847,0.108,0.719,0.0328,0.109,-5.842,0.562,74.516,0.16
543,spotify:track:0yzjqS9Ya9tE0QAYizgpNe,Ataraxia,0.0116,0.894,0.966,0.0504,0.235,-5.1,0.508,121.996,0.472
544,spotify:track:1ncUuvs2dAdpuyhhMgHdgQ,Your Skull Is Red,7.67e-06,0.778,0.872,0.0487,0.262,-5.966,0.174,134.54,0.134
545,spotify:track:145MXdLkTiy1siGWfQh4ih,Princeton Review,0.00479,0.753,0.656,0.0332,0.153,-9.8,0.485,172.053,0.126
546,spotify:track:2VqqujOR7u0rTs3ZTNFI24,Ever Since WWI,0.0526,0.00938,0.7,0.0317,0.113,-7.404,0.363,146.193,0.277
547,spotify:track:4IXaR1dkVdm6VC897ROiZO,Our Ride to the Rectory,0.0383,0.0411,0.762,0.0365,0.313,-7.997,0.501,83.941,0.0665
548,spotify:track:3SyzUB8LeQxplnbWTVYTVj,11-Nov,0.0393,0.365,0.58,0.0265,0.111,-7.745,0.705,131.877,0.303
549,spotify:track:3EpLTOcpmEPVnI1D2qyCwj,Formant - Live,0.0479,0.425,0.468,0.0376,0.705,-9.155,0.388,128.814,0.112
550,spotify:track:4St2IxSCyEAjBRSpTzHuKH,Your Skull Is Red - Live,0.00334,0.307,0.893,0.188,0.699,-7.38,0.231,137.841,0.0398
551,spotify:track:6EPRKhUOdiFSQwGBRBbvsZ,Ace of Spades,0.000852,0.000118,0.974,0.135,0.0904,-8.77,0.329,140.862,0.234
552,spotify:track:4cuPWrSsjNLAkYRJwQLCzt,Killed by Death,0.00854,0.000437,0.942,0.0442,0.491,-8.052,0.387,134.558,0.251
553,spotify:track:2zSpaFB7e0Yo1QKsDQ22Ol,The Game (Triple H),0.00653,0.0,0.978,0.122,0.0958,-2.123,0.303,170.286,0.28
554,spotify:track:3zeQSYzaN9kLVypKWr6yUi,God Was Never on Your Side,0.161,0.000634,0.887,0.0877,0.103,-4.629,0.291,175.921,0.183
555,spotify:track:72vjPBpLyuwS5ik1y1E5YE,Heroes,0.000194,0.611,0.955,0.0556,0.0954,-5.55,0.464,124.993,0.312
556,spotify:track:0BW3ImhGyAdbM62rHPyNNB,Hellraiser - 30th Anniversary Edition,0.00329,2.93e-05,0.905,0.0428,0.115,-5.12,0.622,96.049,0.441
557,spotify:track:3Staqm5EYDnYBqcwuxrWjZ,Overkill,5.44e-06,0.0185,0.866,0.112,0.0961,-7.885,0.266,119.41,0.211
558,spotify:track:1DhCdQMyNLklKGxBheRFxL,In the Name of Tragedy,0.000106,2.13e-06,0.994,0.0824,0.102,-4.836,0.449,149.91,0.447
559,spotify:track:7Ei4LhQ8BeTfjsPY7FINZS,Born To Raise Hell,0.00355,0.000314,0.957,0.0792,0.0687,-3.964,0.416,137.873,0.751
560,spotify:track:7akyedgeVgZeT6oD77nyHn,Love Me Forever,0.459,0.0147,0.706,0.0511,0.159,-7.445,0.233,125.694,0.255
561,spotify:track:1TrGdXSgiBm8W68D2K1COG,Cross Road Blues,0.93,0.000261,0.311,0.0525,0.102,-11.959,0.675,97.159,0.638
562,spotify:track:1QCUrXrY1qlxRhL3a9LYCA,Me and the Devil Blues,0.931,0.000163,0.111,0.0873,0.107,-13.805,0.717,82.181,0.15
563,spotify:track:2wPHe2ecCdkT0ly0km12g4,Sweet Home Chicago,0.98,1.61e-05,0.0958,0.143,0.0931,-13.9,0.691,101.574,0.519
564,spotify:track:10W125nMbncRGcXRBoACOx,Come On In My Kitchen,0.927,2.37e-06,0.0643,0.175,0.0991,-15.305,0.556,81.673,0.283
565,spotify:track:33hrofhwmIk6hrnkpbCsmq,Cross Road Blues - Take 1,0.978,0.000683,0.186,0.0604,0.0895,-16.121,0.702,106.793,0.576
566,spotify:track:4vrPulRxzgljqsYtgGQrpk,They're Red Hot - SA.2627-1,0.913,0.0,0.244,0.369,0.0879,-14.235,0.73,114.782,0.734
567,spotify:track:6xvY8RthrKhbkY3lxxH752,Love in Vain - Take 1,0.96,1.03e-06,0.0413,0.0829,0.104,-18.767,0.74,89.864,0.477
568,spotify:track:4RzFnBP0EDGpX9CfUdLTda,Walkin' Blues,0.931,3.53e-06,0.187,0.0755,0.15,-13.954,0.679,107.437,0.447
569,spotify:track:3pS6HIZimRIBMrQU6vRfpp,Traveling Riverside Blues,0.936,0.000795,0.0908,0.0815,0.365,-14.334,0.721,110.684,0.335
570,spotify:track:2KkJj006V93x8d9dXpgmIg,Hellhound on My Trail,0.976,3.15e-05,0.169,0.0377,0.133,-13.852,0.546,96.297,0.549
