Singers,Genre,Artist,TrackURI,Preview,track,acousticness,instrumentalness,energy,speechiness,liveness,loudness,danceability,tempo,valence
Anup Jalota,Ghazal,spotify:artist:3kzGeGPP5gd5KAMm6QggHV,spotify:track:5NpzXzxlaLkSa5suxqXbrT,https://p.scdn.co/mp3-preview/3a4f9ef30ddfc4dab9d9a9065e2ac1437b48baf6?cid=6f8bb3e64c2944d586037b9907043601,Aisi Laagi Lagan,0.171,0,0.602,0.13,0.0568,-10.323,0.729,147.998,0.869
Anup Jalota,Ghazal,spotify:artist:3kzGeGPP5gd5KAMm6QggHV,spotify:track:5BjPcgQkjdullrnNygimjr,https://p.scdn.co/mp3-preview/887a736d6823e9577dbf096fcf074d47e20affc1?cid=6f8bb3e64c2944d586037b9907043601,O Kanha,0.628,0,0.771,0.0342,0.0942,-1.108,0.702,120.022,0.773
Anup Jalota,Ghazal,spotify:artist:3kzGeGPP5gd5KAMm6QggHV,spotify:track:7Ae8e8hnKFVTQ7c72yRKwI,https://p.scdn.co/mp3-preview/b4b0fac63f600fea666836a335d470a0bc38aac3?cid=6f8bb3e64c2944d586037b9907043601,Shri Ram Chandra Kripalu: Mool Paath,0.706,0,0.693,0.0494,0.0533,-7.529,0.527,143.007,0.609
Anup Jalota,Ghazal,spotify:artist:3kzGeGPP5gd5KAMm6QggHV,spotify:track:2GFgbfvag81n24wKtGihXM,https://p.scdn.co/mp3-preview/738cbc17b8d02cdf8ba1c9702786aaa848836ab3?cid=6f8bb3e64c2944d586037b9907043601,Solah Baras Ki Bali Umar,0.743,0.000367,0.651,0.0505,0.474,-10.418,0.304,80.771,0.683
Anup Jalota,Ghazal,spotify:artist:3kzGeGPP5gd5KAMm6QggHV,spotify:track:1czIv7Zdskl3O8VwYKf3J9,https://p.scdn.co/mp3-preview/f73c3f437b46f04b6f9a1b303b0bb1d06ac03d9e?cid=6f8bb3e64c2944d586037b9907043601,Sarkar Sanware - Shyam Bhajan,0.342,0,0.888,0.046,0.087,-4.716,0.681,133.991,0.781
Anup Jalota,Ghazal,spotify:artist:3kzGeGPP5gd5KAMm6QggHV,spotify:track:6HA4HZ74rX4KXWARqSO3xD,https://p.scdn.co/mp3-preview/07bd3cbcb1374cab52692facf78a2671b8c2bd47?cid=6f8bb3e64c2944d586037b9907043601,Kanha Teri Murli Ki,0.726,0,0.584,0.0379,0.255,-10.815,0.553,97.94,0.868
Anup Jalota,Ghazal,spotify:artist:3kzGeGPP5gd5KAMm6QggHV,spotify:track:5ErOagQqDqLeyv5HLOHLAK,https://p.scdn.co/mp3-preview/37cb89b5dfd5aa10465808c9b8155e69523179cc?cid=6f8bb3e64c2944d586037b9907043601,Om Jai Jagdish Hare By Anup Jalota - Zee Music Devotional,0.649,0,0.807,0.0405,0.143,-2.222,0.451,90.136,0.613
Anup Jalota,Ghazal,spotify:artist:3kzGeGPP5gd5KAMm6QggHV,spotify:track:7jWEfnswzyqESGNBVsCD5D,https://p.scdn.co/mp3-preview/0d701ee7534bb302191486672d61f9bb5f233d74?cid=6f8bb3e64c2944d586037b9907043601,Shree Hanuman Chalisa,0.573,0,0.424,0.0469,0.0496,-12.798,0.373,155.468,0.445
Anup Jalota,Ghazal,spotify:artist:3kzGeGPP5gd5KAMm6QggHV,spotify:track:7guf9SIiNtj7iocdB8RL98,https://p.scdn.co/mp3-preview/6ec5f4d32aab01d63b98b12b24574756de1f55de?cid=6f8bb3e64c2944d586037b9907043601,Ganpati Vandan,0.42,0,0.918,0.0719,0.157,-0.531,0.4,95.885,0.783
Talat Aziz,Ghazal,spotify:artist:6a0qIxqTaL1BgqUfby0JLc,spotify:track:0y3b4ssMVGVAYnVd231Tff,https://p.scdn.co/mp3-preview/af3c793b98c2f57e800d08cae99e14b5505f547d?cid=6f8bb3e64c2944d586037b9907043601,Zindagi Jab Bhi,0.748,0,0.497,0.0267,0.358,-6.933,0.604,95.008,0.549
Talat Aziz,Ghazal,spotify:artist:6a0qIxqTaL1BgqUfby0JLc,spotify:track:0bdlGyCdA6DDg5wd5QfvQx,https://p.scdn.co/mp3-preview/968a992f46d6f09421a584750e0bf92b70dc585b?cid=6f8bb3e64c2944d586037b9907043601,Phir Chiddi Raat,0.82,0,0.626,0.0322,0.616,-5.715,0.449,100.004,0.467
Talat Aziz,Ghazal,spotify:artist:6a0qIxqTaL1BgqUfby0JLc,spotify:track:238AL8kco8HOKnbmEHaOYJ,https://p.scdn.co/mp3-preview/261c4f9322d087bacd7edd5021ab2a4ac4444588?cid=6f8bb3e64c2944d586037b9907043601,Jiske Sir Upar Tu Swami,0.642,0,0.484,0.0276,0.216,-4.841,0.422,79.951,0.282
Talat Aziz,Ghazal,spotify:artist:6a0qIxqTaL1BgqUfby0JLc,spotify:track:0wekpsgIQ13QIPCrQtW0JN,https://p.scdn.co/mp3-preview/6e145dbfdfe95224c0c8f9e2f137623af2ed8dbf?cid=6f8bb3e64c2944d586037b9907043601,Aaina Mujhse Mere,0.631,0,0.454,0.03,0.286,-10.701,0.366,138.327,0.28
Talat Aziz,Ghazal,spotify:artist:6a0qIxqTaL1BgqUfby0JLc,spotify:track:2TDMJFbxFEv15la7s2xJMM,https://p.scdn.co/mp3-preview/f8389cc63a2f566baf0d31cceee665bb52c5e736?cid=6f8bb3e64c2944d586037b9907043601,Pathar Pe Gira Sheesha,0.593,0,0.43,0.0404,0.0808,-14.334,0.572,150.075,0.6
Talat Aziz,Ghazal,spotify:artist:6a0qIxqTaL1BgqUfby0JLc,spotify:track:2msUHHBO3AM4KdeGECES2Q,https://p.scdn.co/mp3-preview/a7d1ebea83dc78373ccc4842a70066befdafec6a?cid=6f8bb3e64c2944d586037b9907043601,Khubsurat Hai Aankhen,0.475,6.30E-05,0.428,0.0301,0.315,-14.992,0.575,134.851,0.729
Talat Aziz,Ghazal,spotify:artist:6a0qIxqTaL1BgqUfby0JLc,spotify:track:2YDFUawn3d4IuXtjd5OvU6,https://p.scdn.co/mp3-preview/4d9a50ae3395a5fabeb8a6c95bebe87dba181544?cid=6f8bb3e64c2944d586037b9907043601,Kabhi Khwab Mein,0.707,1.45E-05,0.412,0.0309,0.141,-10.772,0.461,125.794,0.367
Talat Aziz,Ghazal,spotify:artist:6a0qIxqTaL1BgqUfby0JLc,spotify:track:43jFdxD5dT6js36UdjRz1i,https://p.scdn.co/mp3-preview/5cab02281d43ee5696546da6526af81ff943b460?cid=6f8bb3e64c2944d586037b9907043601,Yeh Zindagi Ka Safar,0.893,0.000595,0.382,0.0405,0.0856,-19.335,0.315,81.177,0.498
Hariharan,Ghazal,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,spotify:track:6H7fLdt0AeWpuxUKXuXWrx,https://p.scdn.co/mp3-preview/0a4fd3de5265f8f7e50ad377a685af61e99bdb06?cid=6f8bb3e64c2944d586037b9907043601,Shree Hanuman Chalisa,0.545,0,0.885,0.035,0.132,-3.4,0.589,91.01,0.831
Hariharan,Ghazal,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,spotify:track:4vlMdXsRpAIXYggwbNHZSv,https://p.scdn.co/mp3-preview/fb4e09827165a52bc930a1af4c274d0d21fa29f6?cid=6f8bb3e64c2944d586037b9907043601,Nenjukkul Peidhidum,0.6,2.49E-06,0.43,0.0407,0.132,-10.31,0.687,115.01,0.241
Hariharan,Ghazal,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,spotify:track:6Z8oU8xMOie24Cflh2Sw6p,https://p.scdn.co/mp3-preview/c0cc90e98a11fcd5eb43d4bdb1bdb00ff7513606?cid=6f8bb3e64c2944d586037b9907043601,Venmegam,0.418,2.23E-05,0.426,0.0742,0.11,-11.54,0.803,114.945,0.556
Hariharan,Ghazal,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,spotify:track:4HDzsx1dJKbuL0YkffBuBm,https://p.scdn.co/mp3-preview/1b469fe7a3eff72d7ac49a65894645848a17b857?cid=6f8bb3e64c2944d586037b9907043601,Thodu Vaanam,0.394,0,0.551,0.0612,0.178,-6.841,0.628,136.899,0.385
Hariharan,Ghazal,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,spotify:track:3HgeP7vmbwjp0B5tAT6y0Q,https://p.scdn.co/mp3-preview/0ea9454def24dbfb0847491b2e6dad7634c31d3c?cid=6f8bb3e64c2944d586037b9907043601,Manjal Veyil,0.018,3.01E-05,0.641,0.0498,0.205,-8.235,0.905,119.953,0.885
Hariharan,Ghazal,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,spotify:track:5jkH9Pgv28mW9ve6uGtohT,https://p.scdn.co/mp3-preview/b7511fbecfc8e9a501e51ff3ca6916808a46968d?cid=6f8bb3e64c2944d586037b9907043601,En Jeevan,0.552,3.82E-06,0.29,0.0383,0.54,-9.136,0.409,179.895,0.291
Hariharan,Ghazal,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,spotify:track:6LgkoexFvjZ5V9qG8mYV3l,https://p.scdn.co/mp3-preview/6092c15b275eb23dafbcca92ec85ce7b91007939?cid=6f8bb3e64c2944d586037b9907043601,Pachai Nirame,0.427,0.00247,0.399,0.0391,0.381,-16.303,0.64,87.972,0.579
Hariharan,Ghazal,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,spotify:track:5FfRt0NaBuDIHpRgsiCkWu,https://p.scdn.co/mp3-preview/eaf6f2e261128d6e98185b9ab315ae4bcd7c911c?cid=6f8bb3e64c2944d586037b9907043601,Anbae Anbae,0.0183,0,0.557,0.0296,0.17,-11.187,0.684,122.009,0.799
Hariharan,Ghazal,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,spotify:track:1L4kqtdycaEOOg15S1GM52,https://p.scdn.co/mp3-preview/803a760e127fc3daff7cbbe52874df8362c795e4?cid=6f8bb3e64c2944d586037b9907043601,Vennilave,0.422,0,0.32,0.0301,0.153,-12.356,0.634,91.039,0.65
Hariharan,Ghazal,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,spotify:track:3Bq7CnWgfvplEzGSVXUvOe,https://p.scdn.co/mp3-preview/969980d0b43b821a9367acc7f5e240508a16e84f?cid=6f8bb3e64c2944d586037b9907043601,Ay Hairathe,0.249,0.00298,0.449,0.031,0.128,-10.063,0.746,122.004,0.666
Noor Jehan,Ghazal,spotify:artist:0LruguA5aIP6yvLUIkxANh,spotify:track:39hCQjPyTtsHzsp0cx1fuJ,https://p.scdn.co/mp3-preview/ffa82d2831339f03922c70e70f248bf0ef579c9f?cid=6f8bb3e64c2944d586037b9907043601,Mujhse Pehli Si Mohabbat,0.649,0.00155,0.627,0.0346,0.399,-8.877,0.36,146.691,0.484
Noor Jehan,Ghazal,spotify:artist:0LruguA5aIP6yvLUIkxANh,spotify:track:3XwRBHICXPkM8N9k1POaof,https://p.scdn.co/mp3-preview/512f644d9d8ac0c1ae91532439470d9460b4c4f1?cid=6f8bb3e64c2944d586037b9907043601,Kende Ne Naina,0.795,0.00134,0.482,0.034,0.158,-13.211,0.404,132.968,0.772
Noor Jehan,Ghazal,spotify:artist:0LruguA5aIP6yvLUIkxANh,spotify:track:0V3IBVtz6QRT9ppjt5rl2Z,https://p.scdn.co/mp3-preview/0c759e67c9f5e88486db5777926a5a3742d7fa3d?cid=6f8bb3e64c2944d586037b9907043601,Supreme Ishq Anarkali - Version 1,0.0496,4.69E-05,0.838,0.0772,0.38,-11.438,0.686,91.966,0.565
Noor Jehan,Ghazal,spotify:artist:0LruguA5aIP6yvLUIkxANh,spotify:track:5Va8mH395NByfbTPyp2h1q,https://p.scdn.co/mp3-preview/c414eb6dcc72b57783216545d0da2d15273db6f6?cid=6f8bb3e64c2944d586037b9907043601,Sanun Nahar Wale Pul,0.865,0.0629,0.407,0.0402,0.54,-14.355,0.582,155.577,0.952
Noor Jehan,Ghazal,spotify:artist:0LruguA5aIP6yvLUIkxANh,spotify:track:227qgaeMQGrCXcL6N7514V,https://p.scdn.co/mp3-preview/0693d6e779d27d2870ae473bebe689df4abf85ca?cid=6f8bb3e64c2944d586037b9907043601,Mundeya Dupatta Chad Mera,0.183,0.00503,0.749,0.089,0.0586,-7.18,0.851,127.037,0.707
Noor Jehan,Ghazal,spotify:artist:0LruguA5aIP6yvLUIkxANh,spotify:track:0ljyAkdmoW8xqydwtNPlCy,https://p.scdn.co/mp3-preview/1fecb7a1da2f8e2b5cb4e733cfa9f2cafe5adfde?cid=6f8bb3e64c2944d586037b9907043601,Chandni Raaten,0.798,0.000714,0.482,0.0477,0.108,-9.293,0.43,79.583,0.736
Noor Jehan,Ghazal,spotify:artist:0LruguA5aIP6yvLUIkxANh,spotify:track:09mN5XZI9mIJLKrUejjXpz,https://p.scdn.co/mp3-preview/6faea03807dd339b606b7216d9c45c9472a9bda7?cid=6f8bb3e64c2944d586037b9907043601,Jadon Holi Jai,0.91,0.00217,0.459,0.0314,0.393,-11.792,0.514,109.924,0.835
Noor Jehan,Ghazal,spotify:artist:0LruguA5aIP6yvLUIkxANh,spotify:track:7rZkWQZyOBBw3iCcPeq0C4,https://p.scdn.co/mp3-preview/6cfc84f3a1e23b00806d06737992ab746651d476?cid=6f8bb3e64c2944d586037b9907043601,Jawan Hain Mohabbat,0.918,0.000293,0.509,0.147,0.264,-8.782,0.571,104.911,0.905
Noor Jehan,Ghazal,spotify:artist:0LruguA5aIP6yvLUIkxANh,spotify:track:27nl23zZ4HAy04m0PAXCVu,https://p.scdn.co/mp3-preview/fc531c97dc20accc674bc9c934130acf0828162a?cid=6f8bb3e64c2944d586037b9907043601,Hamari Sansoon Men,0.833,8.94E-05,0.329,0.0276,0.152,-11.96,0.521,100.149,0.598
Noor Jehan,Ghazal,spotify:artist:0LruguA5aIP6yvLUIkxANh,spotify:track:4DpeTpCoEMAlyZaxjEHlmp,https://p.scdn.co/mp3-preview/0616dbb61910a57fedeb274b0912a4bcb8e3f1fc?cid=6f8bb3e64c2944d586037b9907043601,Chal Chaliye Duniya Di Os Nukre - From The Film Duniya Paise Di,0.867,0.875,0.896,0.0299,0.313,0.005,0.697,122.283,0.875
Taylor Swift,Pop,spotify:artist:06HL4z0CvFAxyc27GXpf02,spotify:track:6N1K5OVVCopBjGViHs2IvP,https://p.scdn.co/mp3-preview/a0d12ef3cfe7b4b1a3339cf6f4d66f2ab6ce40da?cid=6f8bb3e64c2944d586037b9907043601,The Joker And The Queen (feat. Taylor Swift),0.924,2.10E-06,0.309,0.0329,0.282,-7.398,0.528,133.83,0.307
Katy Perry,Pop,spotify:artist:4AVFqumd2ogHFlRbKIjp1t,spotify:track:4J7CKHCF3mdL4diUsmW8lq,https://p.scdn.co/mp3-preview/97f9c47fcba749cffb3a5bbf4989c97f927b6c2e?cid=6f8bb3e64c2944d586037b9907043601,Under Control (feat. Hurts),0.129,0.000914,0.915,0.0841,0.115,-3.405,0.544,126.094,0.51
Katy Perry,Pop,spotify:artist:4AVFqumd2ogHFlRbKIjp1t,spotify:track:7arsXR8AtExnOFN3v3HiJI,https://p.scdn.co/mp3-preview/3f674ae6c9d786927977fbca42a590687fede8c4?cid=6f8bb3e64c2944d586037b9907043601,Going Dumb,0.0546,0.263,0.678,0.0515,0.103,-6.242,0.834,121.995,0.551
Beyonce,Pop,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:1bhUWB0zJMIKr9yVPrkEuI,https://p.scdn.co/mp3-preview/9e1d78058053cc1e4dfc2c6b35040a5bc364f0a6?cid=6f8bb3e64c2944d586037b9907043601,Perfect Duet (Ed Sheeran & Beyoncé),0.779,0,0.299,0.0263,0.123,-7.365,0.587,94.992,0.356
Beyonce,Pop,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://p.scdn.co/mp3-preview/89df4a520247a8f35f19ad2ba565a7f086c8c07d?cid=6f8bb3e64c2944d586037b9907043601,Crazy In Love (feat. Jay-Z),0.00249,0,0.77,0.226,0.0715,-6.596,0.646,99.165,0.681
Beyonce,Pop,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:3ERa3mEeOnrh2Mc47qM6T1,https://p.scdn.co/mp3-preview/62d38001f4c29dd544b2b8b88afc24866741b5d0?cid=6f8bb3e64c2944d586037b9907043601,Halo,0.272,0,0.72,0.0628,0.0563,-5.908,0.508,79.983,0.472
Beyonce,Pop,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,https://p.scdn.co/mp3-preview/fa3f9a99a6fba8250b0f85669743fba3bf695c22?cid=6f8bb3e64c2944d586037b9907043601,Love On Top,0.0849,0,0.748,0.0887,0.604,-5.242,0.652,94.1,0.652
Beyonce,Pop,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,https://p.scdn.co/mp3-preview/3883118a528178d64cbd07f10e349a4db9a108a5?cid=6f8bb3e64c2944d586037b9907043601,Formation,0.00532,0,0.621,0.237,0.196,-6.857,0.896,121.966,0.818
Beyonce,Pop,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,https://p.scdn.co/mp3-preview/711d7b54b49efc3a78ff117f8282f43f106a0b97?cid=6f8bb3e64c2944d586037b9907043601,Run the World (Girls),0.00496,4.72E-05,0.899,0.143,0.372,-4.237,0.733,127.086,0.76
Beyonce,Pop,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:5hgnY0mVcVetszbb85qeDg,https://p.scdn.co/mp3-preview/4d8037d94c7201452f63ebd6a3c38adf1a8f72a9?cid=6f8bb3e64c2944d586037b9907043601,Partition,0.0296,0.0726,0.441,0.291,0.306,-11.523,0.412,185.571,0.174
Beyonce,Pop,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:1G7DcLzPnopdZjLkev0K4e,https://p.scdn.co/mp3-preview/2e24a50a51485d1798e0adb7fac10f2882a3149c?cid=6f8bb3e64c2944d586037b9907043601,Irreplaceable,0.0286,1.15E-06,0.697,0.326,0.167,-4.192,0.576,175.906,0.501
Beyonce,Pop,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:6jG2YzhxptolDzLHTGLt7S,https://p.scdn.co/mp3-preview/ca79c08b6c82e3ad2f02e47096c79a2007540d0b?cid=6f8bb3e64c2944d586037b9907043601,Drunk in Love (feat. Jay-Z),0.00969,0.00104,0.621,0.0468,0.181,-6.902,0.589,140.03,0.401
Beyonce,Pop,spotify:artist:6vWDO969PvNqNYHIOW5v0m,spotify:track:02M6vucOvmRfMxTXDUwRXu,https://p.scdn.co/mp3-preview/f2e34588dc915780f3f71c775558e19891c9172e?cid=6f8bb3e64c2944d586037b9907043601,07-Nov,0.0128,0,0.705,0.126,0.126,-5.137,0.747,136.024,0.56
Ariana Grande,Pop,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,spotify:track:2vXKRlJBXyOcvZYTdNeckS,https://p.scdn.co/mp3-preview/b9ef7214697746e1344b2d85789a80c54f0dfd50?cid=6f8bb3e64c2944d586037b9907043601,Lost in the Fire (feat. The Weeknd),0.0933,0.000927,0.671,0.0363,0.115,-12.21,0.658,100.966,0.166
Justin Bieber,Pop,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,spotify:track:5PjdY0CKGZdEuoNab3yDmX,https://p.scdn.co/mp3-preview/40a8daf1f3cbb5c6363e68de859ba4af3377344c?cid=6f8bb3e64c2944d586037b9907043601,STAY (with Justin Bieber),0.0383,0,0.764,0.0483,0.103,-5.484,0.591,169.928,0.478
Justin Bieber,Pop,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,https://p.scdn.co/mp3-preview/548d2f35f3fb0e53673c96392a851ec3c5813db6?cid=6f8bb3e64c2944d586037b9907043601,Thousand Miles,0.0858,0,0.657,0.0768,0.0884,-4.658,0.376,80.565,0.203
Justin Bieber,Pop,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,spotify:track:27OeeYzk6klgBh83TSvGMA,https://p.scdn.co/mp3-preview/7e8f0d1240399e69dd63202d80e85e85c015d84f?cid=6f8bb3e64c2944d586037b9907043601,WITHOUT YOU,0.213,0,0.413,0.0299,0.134,-7.357,0.662,93.005,0.467
Justin Bieber,Pop,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,spotify:track:1EHUQesfVKwbthtNcpBi9g,https://p.scdn.co/mp3-preview/bcf011e7897b11765c04351cb6fe799e5768b2c3?cid=6f8bb3e64c2944d586037b9907043601,WITHOUT YOU (with Miley Cyrus),0.173,0,0.469,0.0292,0.0956,-6.257,0.655,92.56,0.467
Justin Bieber,Pop,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,spotify:track:2rPHUAeUPbNgTmK18FPTiZ,https://p.scdn.co/mp3-preview/65c55c82a8c5ee058a906f62d8e48624ab27c080?cid=6f8bb3e64c2944d586037b9907043601,GO (feat. Juice WRLD),0.157,0,0.74,0.0944,0.612,-4.973,0.487,73.779,0.522
Justin Bieber,Pop,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,spotify:track:0DYNL4xbYWgNzppUamtyR4,https://p.scdn.co/mp3-preview/b98000219a90ebcbfe2aca35d6d3034a4c11c1e4?cid=6f8bb3e64c2944d586037b9907043601,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0.0693,0,0.632,0.0358,0.291,-6.695,0.721,92.057,0.296
Justin Bieber,Pop,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,spotify:track:1JXBNvlDEl2epKSJ9EOgKX,https://p.scdn.co/mp3-preview/b0361b31081104caeddb05676a8a8c1f37f8945d?cid=6f8bb3e64c2944d586037b9907043601,NOT SOBER (feat. Polo G & Stunna Gambino),0.0928,0,0.639,0.134,0.0941,-6.852,0.671,119.82,0.385
Justin Bieber,Pop,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,spotify:track:13EW51DKru044OJDJ9Bm8o,https://p.scdn.co/mp3-preview/7e2bb8aa611c9710db0f67ddd42959bcc28c4e47?cid=6f8bb3e64c2944d586037b9907043601,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),0.0383,0,0.642,0.116,0.2,-6.321,0.779,82.363,0.388
Justin Bieber,Pop,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,spotify:track:5YSHygGN9D0mID1NsVd5my,https://p.scdn.co/mp3-preview/fe6d999f498df23276012aad5a47fd77b0cfe39e?cid=6f8bb3e64c2944d586037b9907043601,Reminds Me Of You,0.0663,0,0.631,0.12,0.169,-6.965,0.613,149.992,0.33
Britney Spears,Pop,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,https://p.scdn.co/mp3-preview/7e3699a5a8b20b5847234627839a1c68bfaf5fb4?cid=6f8bb3e64c2944d586037b9907043601,Toxic,0.0249,0.025,0.838,0.114,0.242,-3.914,0.774,143.04,0.924
Britney Spears,Pop,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:6ic8OlLUNEATToEFU3xmaH,https://p.scdn.co/mp3-preview/759be80fb1378fd49f6c7ad48c3513c05c53a7d7?cid=6f8bb3e64c2944d586037b9907043601,Gimme More,0.25,0.000678,0.844,0.0334,0.0723,-3.131,0.788,113.324,0.382
Britney Spears,Pop,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,https://p.scdn.co/mp3-preview/fd353f288358cb29fa0628254152ec6aab2ee99c?cid=6f8bb3e64c2944d586037b9907043601,...Baby One More Time,0.202,0.000131,0.699,0.0307,0.443,-5.745,0.759,92.96,0.907
Britney Spears,Pop,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:6naxalmIoLFWR0siv8dnQQ,https://p.scdn.co/mp3-preview/52bb73e57b05641dd4ce1f444c135a1b5f145b66?cid=6f8bb3e64c2944d586037b9907043601,Oops!...I Did It Again,0.3,1.77E-05,0.834,0.0437,0.355,-5.444,0.751,95.053,0.894
Britney Spears,Pop,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:6QHXcb0eFwOKZOZ9bOFmxm,https://p.scdn.co/mp3-preview/88271da5ab0b0e81ab230aeba530bdec69aacc86?cid=6f8bb3e64c2944d586037b9907043601,Toxic Pony,0.00757,0.000598,0.652,0.152,0.105,-9.906,0.775,143.08,0.922
Britney Spears,Pop,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:4fixebDZAVToLbUCuEloa2,https://p.scdn.co/mp3-preview/a20a3aa314b7c8c75e0d10b458b623801c7befb9?cid=6f8bb3e64c2944d586037b9907043601,Womanizer,0.073,0,0.695,0.0622,0.0889,-5.226,0.724,139,0.235
Britney Spears,Pop,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:7jk7gqyEonmVVYahZN5zhW,https://p.scdn.co/mp3-preview/78cf44dc9e484e4653f6c55792e6082e5f54ffee?cid=6f8bb3e64c2944d586037b9907043601,Circus,0.147,0.000381,0.733,0.052,0.0713,-5.215,0.791,114.98,0.761
Britney Spears,Pop,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:6T689Jvh5KrSXyaPtUWZtQ,https://p.scdn.co/mp3-preview/e45b252f82cf64bf8bdeddc0e9a00c061fff3faf?cid=6f8bb3e64c2944d586037b9907043601,Criminal,0.0485,0,0.734,0.0298,0.183,-5.294,0.696,107.987,0.711
Britney Spears,Pop,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,https://p.scdn.co/mp3-preview/0fa88914f607a39a24cbbda005eec2ce5793bfc3?cid=6f8bb3e64c2944d586037b9907043601,If U Seek Amy,0.0192,0,0.587,0.0339,0.0523,-7.296,0.717,129.954,0.544
Britney Spears,Pop,spotify:artist:26dSoYclwsYLMAKD3tpOr4,spotify:track:3KliPMvk1EvFZu9cvkj8p1,https://p.scdn.co/mp3-preview/e88dc75261840f4751bcbfbc7791d9fdbabf51a4?cid=6f8bb3e64c2944d586037b9907043601,Work Bitch,0.155,0.000628,0.824,0.159,0.0651,-6.53,0.629,128.01,0.852
Jennifer Lopez,Pop,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,spotify:track:0tzixmHNQfE6S6SirSToxW,https://p.scdn.co/mp3-preview/c810013a25333bb91c3d3e7cd22960fb800f990d?cid=6f8bb3e64c2944d586037b9907043601,El Ultimo Adiós - Varios Artistas Version,0.641,0,0.572,0.0377,0.2,-7.818,0.276,77.986,0.285
Jennifer Lopez,Pop,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,spotify:track:2hgzdQdnfWwtdpZbhZlV72,https://p.scdn.co/mp3-preview/22286e358da07681e4f7b38d9963905192acf8fc?cid=6f8bb3e64c2944d586037b9907043601,Ain't Your Mama,0.0472,9.14E-06,0.678,0.233,0.0654,-5.529,0.757,120.075,0.82
Jennifer Lopez,Pop,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,spotify:track:4ZOyH6KjomjlqCz3oFqglr,https://p.scdn.co/mp3-preview/69ba57f7605be7c017c780d83c6664ed14d5c723?cid=6f8bb3e64c2944d586037b9907043601,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,0.00833,3.42E-06,0.754,0.207,0.0575,-5.46,0.844,100.002,0.961
Jennifer Lopez,Pop,spotify:artist:2DlGxzQSjYe5N6G9nkYghR,spotify:track:42nSaPdT6g3ZIMHmKLlP2p,https://p.scdn.co/mp3-preview/c4a9f63b8fe77791c51bcd1728c1127566979c25?cid=6f8bb3e64c2944d586037b9907043601,Let's Get Loud,0.135,0.000122,0.937,0.0549,0.35,-4.81,0.82,130.992,0.906
