Singers,Genre,Artist,TrackURI,Preview,track,acousticness,instrumentalness,energy,speechiness,liveness,loudness,danceability,tempo,valence
Georges Bizet,Classical,spotify:artist:2D7RkvtKKb6E5UmbjQM1Jd,,1Pzcg9npnI6f85YaovciK1,"Symphony No.40 in G minor, K.550, 1st movement: Molto allegro",0.985,0.908,0.177,0.0373,0.11,-16.972,0.383,103.976,0.149
Frédéric Chopin,Classical,spotify:artist:7y97mc3bZRFXzT2szRM4L4,,1Wy70LTHUv4hzaZ5LjuDx5,"Preludes, Op.28: No. 4 in E minor (Largo)",0.995,0.933,0.00629,0.0611,0.0658,-32.975,0.426,67.138,0.0368
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,,0lMt3kB4pmGHX9NOPIIwJ4,"Oboe Sonata in B-Flat Major, HWV 357: I. -",0.918,0.0112,0.19,0.0355,0.0874,-13.214,0.249,95.399,0.263
Anton Webern,Classical,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,,4BSZh19Jxvgqm65ttWWy70,"String Trio, Op. 20: I. Sehr langsam",0.962,0.00942,0.0198,0.0499,0.144,-25.754,0.409,86.637,0.107
Pierre Boulez,Classical,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,,1QlOMPqyXU17DfAko5Mot5,"4 Lieder für Sopran und Kammerorchester, Op.13: I. Wiese im Park",0.986,1.12E-06,0.0333,0.0428,0.227,-24.021,0.297,108.169,0.0412
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,,0E4LioXnaEeDKZgZtrsP8y,"Flute Sonata in E Minor, HWV 379, Op. 1 No. 1a: I. Larghetto",0.947,0,0.0843,0.0414,0.147,-17.131,0.281,69.908,0.475
Johann Sebastian Bach,Classical,spotify:artist:5aIqB5nVVvmFsvSdExz408,,5TqkBYfDucYaU7vwIm4RUL,"Ich habe genug, BWV 82: I. Aria. Ich habe genug",0.97,0.911,0.0951,0.048,0.11,-24.228,0.18,75.667,0.0527
Wolfgang Amadeus Mozart,Classical,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,,3WiB2IBsyktEal97rZMxbf,"Concerto No. 20 in D Minor for Piano and Orchestra, K. 466: II. Romance",0.989,0.905,0.0522,0.0344,0.128,-24.07,0.22,83.14,0.114
Francis Poulenc,Classical,spotify:artist:4IAWVxo2fpTBPn6k7GZ3eY,,4xVRB5qkZoetTt64Qr3MRs,"Poulenc: Les Chemins de l'amour, FP 106",0.991,0.821,0.105,0.0483,0.0794,-22.063,0.227,139.577,0.0799
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,,4zLiymxCEVxA3vfrOoHgoA,"Messiah, HWV 56, Pt. 1: For unto Us a Child Is Born",0.969,0.867,0.214,0.0336,0.0964,-17.717,0.405,102.324,0.32
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,,43WdHBKafrBsJpjgQ7Vz7h,"Violin Sonata in G Minor, HWV 364a, Op. 1 No. 6a: IV. Allegro",0.958,0,0.386,0.0488,0.368,-12.368,0.404,135.49,0.909
Georg Philipp Telemann,Classical,spotify:artist:2fg5h5pzleqI4RjFopWroj,,465GQH1BM57ZLCfIsCCQI1,Oboe Sonata in G minor / sol mineur / g-moll: IV. Allegro,0.826,0.943,0.136,0.0372,0.104,-22.385,0.431,118.083,0.637
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,2aGXmVB6EpyarwEi7qr3CF,"Gurre-Lieder, Pt. 1: Ross! Mein Ross! Was schleichst du so träg!",0.898,0.0897,0.258,0.0332,0.571,-17.885,0.31,88.311,0.341
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,,3v0X7W1XNnQVlxnrlZgXmk,"Concerto in G Major, Op. 3, No. 3, RV 310: I. Allegro assai",0.78,0.721,0.363,0.0348,0.102,-11.265,0.596,119.195,0.655
Claudio Monteverdi,Classical,spotify:artist:5iAhVgz6P8Nylxijb0C65v,,7i5eMoDypQxv3f2lB0hIOW,"Laetatus sum a 5, SV 199",0.966,0.000392,0.108,0.0458,0.108,-22.98,0.234,129.595,0.219
Jean Sibelius,Classical,spotify:artist:7jzR5qj8vFnSu5JHaXgFEr,,7yam0z2E3rknvzWlZdvwjD,"In the Stream of Life (Arr. E. Rautavaara): No. 4, Älven och snigeln, Op. 57 No. 1 [The River and the Snail]",0.93,0.00375,0.0705,0.0449,0.115,-27.312,0.349,109.874,0.229
Pyotr Ilyich Tchaikovsky,Classical,spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,,4hcwacjPfD3ILG3ie8oFac,"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers",0.943,0.779,0.0567,0.0377,0.098,-22.987,0.241,108.594,0.0761
London Symphony Orchestra,Classical,spotify:artist:5yxyJsFanEAuwSM5kOuZKc,,3jtDQ7KcMJnOwoymF8txCo,"Kantate No. 2, Op. 31: IV. Leichteste Bürden der Bäume",0.982,5.42E-06,0.0206,0.0522,0.0679,-28.583,0.268,96.17,0.0387
Pyotr Ilyich Tchaikovsky,Classical,spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,,5ddLFKZLqnzJRDzxyYXy3i,Song of Cherubim for Mixed Choir (1986),0.992,0.826,0.00342,0.0468,0.0606,-39.491,0.33,132.997,0.0649
Yo-Yo Ma,Classical,spotify:artist:5Dl3HXZjG6ZOWT5cV375lk,,42TkptuMdxoqrosUTwnJIe,"Sergio Leone Suite: Main Theme from ""Once Upon a Time in the West""",0.894,0.915,0.148,0.0416,0.115,-16.704,0.0682,75.689,0.0385
Jordi Savall,Classical,spotify:artist:3faEZMpTmZFXpELU1EwWNL,,1ePjnsa6dQiLvvRCP2b0gs,L'Arabesque - 4ème livre de Pièces de viole (Marin Marais),0.911,0.828,0.0607,0.0414,0.103,-22.971,0.295,101.535,0.243
Pierre Boulez,Classical,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,,5xQ0YoEeNaRKHdxzV7VBgR,12 Notations pour piano: IX Lointain - Calme,0.932,0.954,0.000269,0.115,0.104,-51.959,0.318,130.558,0.312
Aaron Copland,Classical,spotify:artist:0nJvyjVTb8sAULPYyA1bqU,,6IQ1XK96ipPTqlEXCPYWwR,Appalachian Spring Suite,0.973,0.826,0.0412,0.0481,0.0786,-23.731,0.192,79.758,0.0561
Carl Philipp Emanuel Bach,Classical,spotify:artist:3meioy7GWDwpwmjv2LPyAb,,7ASEnidgGljQvc4pVrx8Y8,"Violin Sonata in C Major, Wq. 73, H. 504: III. Allegretto",0.948,0.498,0.24,0.0434,0.243,-20.789,0.404,169.479,0.866
Pierre Boulez,Classical,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,,1G7Yewe9h81K5QldGBIOk9,"3 Lieder für Sopran, Klarinette und Gitarre, Op.18: III. Ave regina coelorum",0.978,2.03E-05,0.0608,0.046,0.189,-21.605,0.533,95.613,0.214
Henry Purcell,Classical,spotify:artist:3tMLo1k3iUo82coMLWXzxq,,3hmT4piEnuciJjZFJjiX1u,"Suite No. 8 in F Major, Z. 669: II. Almand",0.876,0.558,0.157,0.0339,0.0634,-26.409,0.236,96.233,0.355
Pierre Boulez,Classical,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,,48DJ9Fqucx3X5LbHxFMPuc,"Pierrot lunaire, Op. 21: Part II - 14. Die Kreuze",0.973,3.50E-06,0.146,0.0564,0.0908,-19.291,0.237,78.294,0.0527
Pierre Boulez,Classical,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,,27Q2tvacZyzXzyPDhx6ZZG,"Fünf Sätze für Streichquartett, Op. 5: IV. Sehr langsam",0.875,0.0889,0.011,0.0457,0.687,-40.78,0.159,138.17,0.0358
Pierre Boulez,Classical,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,,05HZlTpi8uzvYypKYxeYqv,"Quartet, Op. 22: II. Sehr schwungvoll",0.989,0.0411,0.00643,0.0521,0.189,-24.562,0.535,76.148,0.282
Anton Webern,Classical,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,,7jmdRTIbo8iQetHRdXVdQz,"Fünf Sätze für Streichquartett, Op. 5: III. Sehr bewegt",0.967,0.339,0.191,0.135,0.0696,-19.223,0.449,169.998,0.508
Joshua Bell,Classical,spotify:artist:3Ka1nDpDzxDveEqUPzIeom,,6pxofavz2qzs46YHDRVrOi,"Violin Sonata No. 1 in D Minor, Op. 75: II. Adagio",0.973,0.0387,0.0232,0.0498,0.0729,-29.038,0.169,178.887,0.0797
Pierre Boulez,Classical,spotify:artist:2prZJWfQMnIgwUKxKcBxH7,,6Eb0Y4K3ZciagT7skq76Hn,"Suite, Op. 29: IV. Gigue",0.98,0.346,0.175,0.0443,0.121,-18.194,0.464,103.112,0.183
Martha Argerich,Classical,spotify:artist:66MvLAvLznk5UOvASVGjk4,,6LKsT6X9BxMK8ePCDNRLal,"Mozart / Arr Grieg: Piano Sonata No. 16 in C Major, K. 545: I. Allegro (Arr. Grieg for 2 Pianos) [Live]",0.99,0.929,0.14,0.0338,0.078,-22.696,0.401,130.037,0.326
Anton Webern,Classical,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,,4endmNSzClPgk4Bye9W3jZ,"5 Geistliche Lieder, Op. 15: IV. Mein Weg geht jetzt vorüber",0.991,1.17E-06,0.0569,0.067,0.124,-20.712,0.335,78.093,0.196
Valery Gergiev,Classical,spotify:artist:2LxnoYPOe0FCLC82R3xgO2,,3ZE0IXTIXCrIc6Wnw2GX4x,Sinfonia Concertante: II: Allegro giusto,0.922,0.623,0.0636,0.0416,0.104,-27.099,0.246,143.472,0.0942
Sergei Prokofiev,Classical,spotify:artist:4kHtgiRnpmFIV5Tm4BIs8l,,5ddRNHR00NzpQi6NTWfRtF,"Sinfonia Concertante for Cello and Orchestra, Op. 125: I. Andante",0.933,0.882,0.0323,0.0411,0.214,-28.514,0.195,115.583,0.0801
Jean-Philippe Rameau,Classical,spotify:artist:4JSWO1Pf2zV991fq64uAce,,1dUNIThErEKobczj4YvbIp,Hippolyte et Aricie - Acte IV : Quelle plainte en ces lieux m'appelle?,0.835,0,0.18,0.0687,0.116,-20.242,0.233,169.106,0.0819
Wiener Philharmoniker,Classical,spotify:artist:003f4bk13c6Q3gAUXv7dGJ,,0nxbzSRf2JH6wPzIeW6Jg1,Das Lied von der Erde: I. Das Trinklied vom Jammer der Erde,0.976,0.585,0.254,0.0366,0.256,-14.297,0.21,81.878,0.0686
Giuseppe Verdi,Classical,spotify:artist:1JOQXgYdQV2yfrhewqx96o,,7DfPo8eCiWgK03gtAN8sB5,"Verdi: Rigoletto, Act 1: ""Gualtier Maldé...Caro nome"" (Gilda, Borsa, Ceprano, Coro, Marullo)",0.979,0.00306,0.0213,0.0496,0.0786,-26.387,0.265,164.755,0.0394
Jean Sibelius,Classical,spotify:artist:7jzR5qj8vFnSu5JHaXgFEr,,4RX7c9WgLhq1azRV5vHewt,"10 Pieces for Piano, Op. 24: Romance, No. 9",0.991,0.913,0.0377,0.0562,0.115,-26.199,0.362,69.124,0.0599
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,3xAUHLhvKiiGkrdLrZRsyT,"Suite for Piano, Op. 25: Gavotte: Etwas langsam, nicht hastig",0.994,0.767,0.0791,0.0431,0.0967,-24.81,0.59,97.676,0.376
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,6djdcIjxE6Jq8kxAhNnFWD,"A Survivor from Warsaw, Op. 46",0.9,0.000219,0.201,0.0882,0.299,-20.672,0.335,134.391,0.133
Joaquín Rodrigo,Classical,spotify:artist:3eqv9LW7ZXlYWXVFjHS4Mr,,0xaFR39bV9UqVkrRdFtCG1,Tonadilla: Allegro ma non troppo,0.953,0.929,0.317,0.0371,0.09,-11.738,0.429,126.209,0.192
Luigi Boccherini,Classical,spotify:artist:2l4vGfFV7e46yO8lxfxR76,,67D8E17KNqDrPpdnlJxZ3p,"String Trio in G Major, Op. 34 No. 2, G. 102: II. Minuetto - Trio",0.919,0.304,0.13,0.0424,0.333,-15.896,0.404,96.266,0.341
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,,7kaDeunyE5EIQ7vDbgVwDf,"Serse, HWV 40, Act I, Scene 1: ""Ombra mai fu""",0.845,0.0328,0.272,0.0364,0.138,-11.531,0.209,67.533,0.0787
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,1OpD6sJPqgKCibjOtgC1W1,"Serenade, Op. 24: III. Variations",0.974,0.337,0.00941,0.0387,0.263,-32.078,0.302,98.067,0.0592
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,,4oajVjqiExjDbGFAn87X8S,"Violin Concerto No. 5 in A Minor, RV 358: III. Allegro",0.821,0.0975,0.239,0.0384,0.178,-16.634,0.49,126.877,0.614
Frederick Delius,Classical,spotify:artist:65YhYi4Fz5Ibgq7ueev2Rm,,0ubiP4XQEDORzNzebTEklk,2 Pieces for Small Orchestra: No. 1. On Hearing the First Cuckoo in Spring,0.874,0.875,0.039,0.0439,0.0634,-27.973,0.173,116.91,0.036
Wolfgang Amadeus Mozart,Classical,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,,71NUHHoBO3oiGXE01O102w,"Die Entführung aus dem Serail, K. 384, Act III Scene 3: Ich baue ganz auf deine Stärke",0.987,0.00128,0.192,0.0357,0.0909,-12.901,0.308,113.357,0.252
Claudio Monteverdi,Classical,spotify:artist:5iAhVgz6P8Nylxijb0C65v,,5RutzYlO7lbUTSr99o3Pl2,"Monteverdi: Madrigals, Book 8: Vago augelletto che cantado vai, SV 156",0.919,1.06E-05,0.111,0.0446,0.0845,-18.953,0.345,116.413,0.225
Lang Lang,Classical,spotify:artist:1YZhNFBxkEB5UKTgMDvot4,,16DYX45SS2pYn7n0GIXUJk,"The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity (Arr. for Piano)",0.986,0.887,0.143,0.0401,0.226,-15.15,0.572,128.724,0.345
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,2zljsDIQmSToBkBdw8WZO7,"Pierrot lunaire, Op. 21: Part I - 3. Der Dandy",0.98,0.00362,0.0873,0.0488,0.361,-22.458,0.418,80.468,0.248
Johann Sebastian Bach,Classical,spotify:artist:5aIqB5nVVvmFsvSdExz408,,2VFWZbQk5XmTtkCkeOFgVo,"Mass in B Minor, BWV 232 ""Hohe Messe"": No. 4 Chorus: Et incarnatus est",0.952,0.659,0.0116,0.0408,0.0861,-39.535,0.134,74.823,0.0352
Valery Gergiev,Classical,spotify:artist:2LxnoYPOe0FCLC82R3xgO2,,55poH8rqdj4kVPYki3EJMV,Rococo Variations: Variation VII e Coda,0.927,0.953,0.145,0.0373,0.142,-25.534,0.355,153.538,0.415
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,6AL4iatEaPLhDRHsAAXwXt,"Pierrot lunaire, Op. 21: Part III - 17. Parodie",0.987,0.000554,0.166,0.0409,0.296,-18.418,0.472,127.306,0.242
Giovanni Battista Pergolesi,Classical,spotify:artist:08ewVs9B2qQZ2Gy3xfTFyo,,6zoYzjBUL1VYdjFiVTCgqm,Concerto for Flute and 2 Violins in G Major: I. Spiritoso,0.987,0.75,0.152,0.0576,0.223,-17.578,0.545,104.145,0.786
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,,29FflBHbGVHshEENjuQ8Se,"Recorder Sonata in F Major, HWV 369, Op. 1 No. 11: I. Larghetto (Grave)",0.901,3.85E-05,0.158,0.042,0.0648,-16.673,0.221,119.129,0.224
Daniel Barenboim,Classical,spotify:artist:78sEozQOEJxzXegUuqRSgH,,2uDdXmYZlF15iARKksHEew,"Ravel: Pavane pour une infante défunte, M. 19",0.98,0.965,0.0471,0.0416,0.16,-27.3,0.141,101.894,0.044
Joshua Bell,Classical,spotify:artist:3Ka1nDpDzxDveEqUPzIeom,,6hiTl3varPyKngh2cMF2dL,"Violin Sonata No. 1 in D Minor, Op. 75: I. Allegro agitato",0.954,0.178,0.0743,0.0425,0.0998,-20.325,0.277,102.261,0.0861
Lang Lang,Classical,spotify:artist:1YZhNFBxkEB5UKTgMDvot4,,27y8S3PUAvumsII7cBb9fq,"Études, Op. 10: No. 3 in E Major (Transposed to A Major) - Transcribed Version in A Major",0.996,0.892,0.00366,0.0443,0.0732,-32.809,0.382,69.61,0.228
Georg Philipp Telemann,Classical,spotify:artist:2fg5h5pzleqI4RjFopWroj,,67i0Huls8BLP2obvTJFVnn,"Quatrieme livre de 6 quatuors: Quartet No. 2 in F Major, TWV 43:F1: IV. Allegro",0.863,0.000418,0.167,0.0457,0.0701,-19.923,0.686,117.191,0.757
Henry Purcell,Classical,spotify:artist:3tMLo1k3iUo82coMLWXzxq,,0oFLlBOc0OcR0ieuOs2GaI,"Suite No. 5 in C Major, Z. 666: II. Prelude",0.948,0.82,0.289,0.0349,0.188,-22.08,0.276,106.236,0.743
Fritz Kreisler,Classical,spotify:artist:0HdNDZaNm7xLt18v9aWDfe,,5ist6pdgIvhOpJGnxvdedF,Praeludium and Allegro in the style of Pugnani (1910),0.964,0.103,0.255,0.0487,0.15,-18.747,0.384,120.324,0.278
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,,3dsIPcJKplwIh205OMB7V9,"Concerto for Strings in G Minor, RV 153: I. Allegro",0.894,7.63E-06,0.153,0.0435,0.121,-16.378,0.41,148.179,0.419
Wiener Philharmoniker,Classical,spotify:artist:003f4bk13c6Q3gAUXv7dGJ,,4UbEQasGp2JVuVbYvghmkR,"Symphony No. 8: I. Tempo giusto - Poco allegro, molto distinto",0.885,0.785,0.0583,0.0413,0.158,-26.442,0.182,78.942,0.0426
Anton Webern,Classical,spotify:artist:6cg7ooZDeSSLYVTWGpASjX,,5l86O1tEI9wK5WhdmHKR4j,"3 Lieder nach Gedichten von Hildegard Jone, Op. 25: II. Des Herzens Purpurvogel",0.992,3.82E-06,0.0264,0.0528,0.128,-25.083,0.525,52.962,0.126
Luigi Boccherini,Classical,spotify:artist:2l4vGfFV7e46yO8lxfxR76,,3ZXAzsinGc1OJx8HI7tHTB,"Concerto in B-Flat Major for Cello & Orchestra, G. 482: II. Andante grazioso",0.972,0.573,0.0261,0.0437,0.112,-30.792,0.178,127.258,0.0557
Henry Purcell,Classical,spotify:artist:3tMLo1k3iUo82coMLWXzxq,,79R7bkSPCW0M6D2fwRf0mm,"Trumpet Sonata in D Major, Z. 850: II. Adagio",0.553,0.0109,0.023,0.0401,0.101,-24.502,0.228,85.115,0.1
Johannes Brahms,Classical,spotify:artist:5wTAi7QkpP6kp8a54lmTOq,,3uUMsBHXgZj3QlBFLoN8Q9,"Clarinet Sonata No. 1 in F Minor, Op. 120 (orch. L. Berio): II. Andante un poco adagio",0.981,0.907,0.0104,0.0427,0.0939,-29.967,0.0622,68.901,0.0396
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,,7HuPwUBOEB5vpg7GEH4RtI,"Violin Sonata in A Major, HWV 372, Op. 1 No. 14: III. Largo",0.976,0,0.123,0.039,0.128,-14.314,0.214,94.384,0.219
Luigi Boccherini,Classical,spotify:artist:2l4vGfFV7e46yO8lxfxR76,,6UcZ3TMxgN9ewYL2AQYYm0,"String Trio in E Major, Op. 34 No. 6, G. 106: II. Larghetto",0.781,0.00857,0.0598,0.0394,0.383,-18.089,0.393,125.249,0.315
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,,6meEYVLrhXHHsTFQ0c4lRV,"Vivaldi: Le quattro stagioni (The Four Seasons), Op. 8: Violin Concerto No. 2 in G Minor, RV 315, ""L'Estate"". I. Allegro non molto",0.904,0.148,0.172,0.0477,0.324,-17.734,0.291,135.407,0.0529
London Philharmonic Orchestra,Classical,spotify:artist:3PfJE6ebCbCHeuqO4BfNeA,,1r8dlISwBn8W6dfCkxEboK,"Adagio in G Minor for Strings and Organ, ""Albinoni's Adagio""",0.932,0.905,0.234,0.0398,0.114,-14.517,0.0979,79.801,0.0382
Frédéric Chopin,Classical,spotify:artist:7y97mc3bZRFXzT2szRM4L4,,1lOVilzLQuYY2fnFrQ76DK,"Waltz in C-sharp minor, Op. 64 No. 2",0.991,0.916,0.0157,0.0411,0.134,-36.252,0.191,72.701,0.0869
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,6zSVVSTnr729MJv8nEvoN0,"Pierrot lunaire, Op. 21: Part I - 2. Colombine",0.955,0,0.0143,0.0474,0.15,-33.044,0.279,136.925,0.0672
Maurice Ravel,Classical,spotify:artist:17hR0sYHpx7VYTMRfFUOmY,,1FvU4t4Afxq8dgKCmPIzz7,Pavane pour une infante défunte,0.995,0.927,0.0333,0.0824,0.0878,-24.599,0.553,108.471,0.142
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,5Kyx1wIlHVXjxyRuwWD204,"Three Piano Pieces, Op. 11: Bewegt",0.991,0.844,0.114,0.0744,0.127,-20.33,0.473,108.504,0.193
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,1jyiQ6IgchKqL6Jvl3WcBc,"String Quartet No. 2, Op. 10: III. Litanei",0.962,0.043,0.134,0.0496,0.117,-18.803,0.164,80.02,0.0347
Arvo Pärt,Classical,spotify:artist:2P6ygesd9xg5DPOBnda2jg,,7fjCjhCZdR0gSPVyv3DluQ,Tabula Rasa: I. Ludus,0.77,0.495,0.3,0.0529,0.164,-15.43,0.364,112.196,0.0374
George Frideric Handel,Classical,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,,1cF10auLW9hm5EpJNcPIcb,"Violin Sonata in G Minor, HWV 364a, Op. 1 No. 6a: II. Allegro",0.914,1.01E-05,0.466,0.0365,0.173,-12.749,0.651,126.939,0.897
Richard Wagner,Classical,spotify:artist:1C1x4MVkql8AiABuTw6DgE,,78Pj82xVvTHxwGwR7s98ur,"L'attente, WWV 55",0.992,5.29E-05,0.157,0.0531,0.0724,-15.733,0.413,133.05,0.345
Domenico Scarlatti,Classical,spotify:artist:0mFblCBw0GcoY7zY1P8tzE,,4Ma1dyoTACXUTItuZDyl44,Sinfonia in C major: III. Allegrissimo,0.764,0.358,0.312,0.06,0.103,-14.831,0.49,77.225,0.391
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,24OQPZMO6jPlOXy8Kgvw1B,"Schoenberg: 3 Piano Pieces, Op. 11: No. 2 Mässig (Achtel)",0.958,0.794,0.0033,0.0452,0.136,-32.902,0.414,134.092,0.0765
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,,3kkz2SU6pTrQlM7iX2BALp,"Cello Sonata in B-Flat Major, Op. 14, No. 6, RV 46 (arr. L. Dallapiccola for cello and piano): IV. Allegro spirituoso",0.988,0.893,0.256,0.0415,0.151,-15.491,0.452,161.86,0.799
Georg Philipp Telemann,Classical,spotify:artist:2fg5h5pzleqI4RjFopWroj,,6l4bZURpgrHzepr5jX8J6p,"Telemann : Oboe Concerto in C Minor, TWV 51/c1: II. Allegro (Arr. for Trumpet)",0.975,0.89,0.188,0.0671,0.0676,-19.378,0.542,119.924,0.901
Alessandro Scarlatti,Classical,spotify:artist:5HGksnSVY91s4g1SOHHACw,,5nNT4OIt3ZfSRSNQYS0wDm,Sinfonia avanti la Serenata: II. Presto,0.874,0.918,0.402,0.0327,0.228,-15.178,0.533,134.973,0.878
Dmitri Shostakovich,Classical,spotify:artist:6s1pCNXcbdtQJlsnM1hRIA,,056PnQydZ8R9CzQuQSjbP0,"Shostakovich: Cello Sonata in D Minor, Op. 40: No. 3 Largo",0.96,0.753,0.00662,0.0414,0.115,-26.973,0.118,79.41,0.0362
Antonio Vivaldi,Classical,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,,4Tuz3KlMTf9XAhcOu2LCv7,"Concerto for Violoncello and Orchestra, RV 423: III. Allegro",0.87,0.0491,0.164,0.0331,0.0546,-19.849,0.425,108.135,0.696
Samuel Barber,Classical,spotify:artist:4XDJurjQCnWLlE7KLZCT9x,,5BY8y07UYQqqYtGCJ03sbO,"Adagio for Strings, Op. 11a",0.932,0.868,0.171,0.0412,0.107,-16.298,0.152,77.736,0.0335
Johann Sebastian Bach,Classical,spotify:artist:5aIqB5nVVvmFsvSdExz408,,7F6UzltYZUKkcBdDdLBdHY,"Matthäus Passion, BWV 244: Aria, ""Gerne will ich mich bequenem""",0.842,0.0438,0.0955,0.0591,0.107,-22.137,0.302,79.912,0.37
Yo-Yo Ma,Classical,spotify:artist:5Dl3HXZjG6ZOWT5cV375lk,,4YJZGxNkKEsRRsh5t1Is7p,"Cello Suite No. 6 in D Major, BWV 1012: II. Allemande",0.978,0.601,0.0748,0.0428,0.138,-23.896,0.21,136.639,0.247
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,6XGTjQPYnvda39VgLJqIlJ,"Pierrot lunaire, Op. 21: Part III - 19. Serenade",0.976,0.000323,0.0304,0.0414,0.268,-26.963,0.332,68.73,0.0638
Arnold Schoenberg,Classical,spotify:artist:5U827e4jbYz6EjtN0fIDt9,,364fsscBtsvjoSQGofGeWK,"Schoenberg: 3 Piano Pieces, Op. 11: No. 3 Bewegt",0.945,0.946,0.0749,0.0711,0.25,-25.88,0.42,111.791,0.141
Giuseppe Verdi,Classical,spotify:artist:1JOQXgYdQV2yfrhewqx96o,,7yHAxIPkjcmonUlJYPViBO,"Verdi: Rigoletto, Act 2 Scene 1: No. 8, Scena ed Aria, ""Ella mi fu Rapita … Parmi veder le lagrime"" (Duca)",0.987,0.000508,0.131,0.0486,0.0851,-19.128,0.299,94.364,0.136
Richard Wagner,Classical,spotify:artist:1C1x4MVkql8AiABuTw6DgE,,7st1Wu2AWGpB1TttaaySEr,"Sonata in A-Flat Major, WWV 85 (Eine Sonate für das Album von Frau M.W."")",0.993,0.89,0.0199,0.0529,0.0762,-25.947,0.429,131.651,0.0444
Johann Sebastian Bach,Classical,spotify:artist:5aIqB5nVVvmFsvSdExz408,,25xlKgFjRSsQXATcETaRyF,"The Well-Tempered Clavier, Book II, BWV 870-893: Prelude No. 1 in C Major, BWV 870",0.901,0.601,0.472,0.0409,0.056,-16.032,0.281,117.383,0.924
Luigi Boccherini,Classical,spotify:artist:2l4vGfFV7e46yO8lxfxR76,,2pacCuBzoSPiQ2m69OExuK,"String Trio in G Major, Op. 34 No. 2, G. 102: I. Allegretto comodo assai",0.852,0.0543,0.131,0.0394,0.108,-16.785,0.332,141.07,0.0967
Jean Sibelius,Classical,spotify:artist:7jzR5qj8vFnSu5JHaXgFEr,,1I9crgYXigKcZF1S8fMCLy,"Hymn to Thaïs, the Unforgettable, JS 97 (Arr. J. Jalas)",0.936,0.00359,0.0806,0.0439,0.124,-23.669,0.244,132.944,0.109
Georg Philipp Telemann,Classical,spotify:artist:2fg5h5pzleqI4RjFopWroj,,1yA3rab24DTuCJMCQO4lnb,"Overture (Suite) in G Major, TWV 55:G2, ""La Bizarre"": Aria I: Allegro",0.816,0.94,0.271,0.0432,0.215,-16.149,0.599,116.466,0.921
Johann Sebastian Bach,Classical,spotify:artist:5aIqB5nVVvmFsvSdExz408,,3Rs30J3IJKmmYBEJGbWyqy,"Matthäus Passion, BWV 244: Recitativo, ""Und er warf die Silberlinge""",0.921,0,0.136,0.0731,0.14,-18.868,0.638,96.747,0.512
